Date,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3
2025-09-22,82358.34375,85225.56099939976,80183.21342286916,80578.69166416567,113177260,78.89358828203913,4048.473000137376,94.6722506695183
2025-09-29,88735.4375,89279.22012534819,82259.4807799443,82358.35034818941,101310544,80.15068229877231,4345.599634664029,94.31150064384413
2025-10-06,93749.28125,93848.59192929025,89131.33466300317,89131.33466300317,35269748,77.72356464974564,4422.355114126652,94.54590594864165
2025-10-13,97225.1640625,98416.89232475741,89578.24104634832,90670.65862008427,131350523,80.12051910520681,4863.984730554896,97.83032299250361
2025-10-20,98118.953125,99211.37061930668,94841.70064207996,97225.15699329453,93621703,81.67334368358117,4814.5532552220775,97.50266244503491
2025-10-27,106758.984375,107851.40188953489,98416.88699127907,100601.72202034884,152466621,90.18151838762316,5306.342806153359,96.7390912165688
2025-11-03,97225.1640625,111625.21389811032,95636.1930461568,106163.12602943054,156967139,78.70292946775514,6374.610610733374,87.29975912154684
2025-11-10,96529.984375,105269.32452417696,96529.984375,97920.33394418724,113643449,72.8838343039852,6611.083564577733,76.6679561753321
2025-11-17,94146.5234375,102190.68841475474,93848.59140130537,99112.057374077,103334007,64.03530983521011,6784.184909464897,61.62766375746039
2025-11-24,99807.234375,104772.76842350747,95536.87509328358,97125.84598880597,99001482,64.89146685444109,7168.390917119154,59.792054098377186
2025-12-01,107652.78125,107652.78125,99211.37312615314,101296.89748616236,70939656,64.2474823860183,7295.692637791926,67.03602064687418
2025-12-08,108149.328125,109738.29896981175,106063.80389118457,108943.81354740587,78769475,64.14981408206484,6933.5728818754515,77.81112362840696
2025-12-15,105567.25,108943.81302916275,101992.06561618063,104574.14322671684,108107073,56.57545710783449,6935.390334986118,81.1808137535139
2025-12-22,116193.5,116193.5,108546.57735042735,108943.82008547008,91789471,55.763130944777494,7304.476301487507,85.68996123744864
2025-12-29,127614.2265625,127614.2265625,117385.22630107004,118576.9544868677,69885632,55.58627866412754,7716.101327588757,90.84082285152029
2026-01-05,138712.890625,144201.53018210432,132425.90349595324,134321.97897931654,205472025,60.14932184003546,8603.221556790315,96.36655463745755
2026-01-12,148592.4375,149191.1981615178,136517.43082605777,140708.75545668235,121801572,73.57218777632163,9010.276134657286,96.00591588396088
2026-01-19,151785.828125,156675.7068745891,141507.103406476,146895.9493754109,136006446,83.88965735006599,9626.108868002866,93.41155901922552
2026-01-26,160168.484375,166255.8847157321,148891.82472741435,154580.05127531153,156086280,92.2713661588897,10399.903980034354,94.17571441610845
2026-02-02,158272.40625,169050.09847887768,150089.34363177806,155378.39629965322,181014533,93.14889935486961,11255.989066740882,89.3922671941694
2026-02-09,180825.71875,184019.10892660043,161665.37769039735,168251.74492963575,142978982,93.8058392973266,12705.060427726838,90.68892594711032
2026-02-16,189707.34375,190505.69133022093,180825.72692004207,180825.72692004207,51263268,93.84199390875534,12402.551642976247,93.25756631455613
2026-02-23,216052.8125,222539.3865473441,190106.51631062356,193998.46073903,163283828,100.0,14445.50075841303,96.50487356829227
2026-03-02,187811.265625,212061.07303566684,171544.93390508767,209067.2696516339,227788743,81.99556634207852,17451.738542062958,86.79393418981853
2026-03-09,183120.96875,194397.6278610354,166954.43090940054,173141.62440395096,140914630,73.25768922259977,18450.884383020148,72.5135553401346
2026-03-16,198988.125,208568.2955115346,183220.7610330993,184218.69546138417,120360709,72.7564193727037,19150.528620871595,65.28426798956657
2026-03-23,179728.0,195994.3320377568,171644.73070516382,190106.51860077734,139936088,63.79960411030588,19969.815188268054,58.68206986060389
2026-03-30,185815.390625,193200.10539742213,166655.0495938507,170646.78730867346,152128669,54.467403438189564,20627.33924979839,56.64159493267342
2026-04-06,206000.0,214500.0,190100.0,190900.0,147940282,55.36258377904218,21433.066262318553,58.15810188357548
2026-04-13,216000.0,218000.0,198200.0,198200.0,106947487,54.31618781853539,21269.7596360867,72.18810627990489
2026-04-20,219500.0,229500.0,213000.0,214500.0,104835504,53.97894824965406,20792.783672478028,83.50555052004916
2026-04-27,220500.0,230000.0,218500.0,220000.0,83840595,55.50584563446935,19863.505305230225,86.11602661054492
2026-05-04,268500.0,277000.0,224000.0,228000.0,153299379,56.31764024973937,23527.154774707204,87.12915235811238
2026-05-11,270500.0,299500.0,262000.0,284500.0,190172616,72.74325679456041,24924.439297236484,85.15655804395668
2026-05-18,292500.0,300500.0,262000.0,269500.0,154548823,82.69782302563749,26281.995367512834,88.16328599637579
2026-05-25,317000.0,323000.0,287500.0,298000.0,124794930,83.49646987069185,27203.79583076155,89.45176883304805
2026-06-01,329000.0,370000.0,319500.0,319500.0,158268819,92.1069966125692,29783.416247685396,90.00749479520239
