,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3
2025-04-21,93754.84375,95768.390625,85143.8359375,85171.5390625,247116398033,44.639075861862004,9495.043396797855,50.9558714546017
2025-04-28,94315.9765625,97905.8984375,92860.8046875,93755.3046875,179785916926,43.831037381414625,9050.04843211807,68.2109478176696
2025-05-05,104106.359375,104961.765625,93399.859375,94319.5625,346007588371,60.711359698760894,9301.234213906264,86.32835866406731
2025-05-12,106446.0078125,106597.171875,100814.40625,104106.9609375,344395798973,75.32009938134073,8949.387355015637,93.81045496303825
2025-05-19,109035.390625,111970.171875,102112.6875,106430.53125,407490594865,85.88102897683967,9040.197057014073,96.3028546660181
2025-05-26,105652.1015625,110744.2109375,103136.1171875,109023.78125,342628955292,73.51237053338302,8896.986726312665,91.62590546537166
2025-06-02,105793.6484375,106813.578125,100436.8828125,105649.8125,317888289963,68.92235100139327,8644.957584931399,86.297238279062
2025-06-09,105552.0234375,110561.421875,102822.0234375,105793.0234375,360592444302,77.18082819322142,8554.40167018826,83.20367482902942
2025-06-16,100987.140625,108915.375,98286.203125,105555.59375,345832029969,66.20438025007974,8761.878690669433,76.1335105530173
2025-06-23,108385.5703125,108526.3046875,99705.75,100987.4765625,320503132421,68.30303173338454,8767.74629035249,77.16477181274892
2025-06-30,109232.0703125,110541.4609375,105157.3984375,108383.4375,302896897483,69.24657055206512,8429.377911317242,78.08850752036798
2025-07-07,119116.1171875,119449.5703125,107499.5546875,109235.328125,425010937713,71.87321370337676,8781.441682685518,90.3430347303234
2025-07-14,117300.7890625,123091.609375,115765.6875,119115.7890625,607619761231,74.42096978816855,8635.889701916965,87.01545314899083
2025-07-21,119448.4921875,120269.96875,114759.8203125,117306.46875,496322967466,62.237110687581136,8323.315575475268,86.8960518484717
2025-07-28,114217.671875,119819.7890625,111943.8046875,119457.5234375,467817557243,50.93958168604726,8278.582455427742,75.39800421531092
2025-08-04,119306.7578125,119320.7109375,112701.109375,114223.921875,395725770752,60.046825297844435,8112.6843661349685,78.09361114575577
2025-08-11,117453.0625,124457.1171875,116864.5703125,119306.8125,520847323413,69.32528673036916,8060.670617021472,74.06829221322802
2025-08-18,113458.4296875,117614.171875,111060.546875,117453.90625,482123824127,59.3406819509905,7909.966055319325,71.98423508274314
2025-08-25,108236.7109375,113637.84375,107444.4453125,113456.8984375,453416228500,57.69533640974437,7738.3092935373925,55.225834134137415
2025-09-01,111167.6171875,113357.4921875,107271.1796875,108228.75,369258523185,58.265080440606006,7573.109614183653,41.193909943918314
2025-09-08,115407.65625,116769.3828125,110630.609375,111163.015625,310393050143,58.47728129839403,7429.675996515289,37.650637564306955
2025-09-15,115306.09375,117911.7890625,114461.0625,115399.6328125,292893677815,57.245352605517915,7031.78105311376,41.74604291759504
2025-09-22,112122.640625,115431.3125,108713.3984375,115309.21875,358886641603,45.9392124749026,7000.394354052385,40.7752977543413
2025-09-29,123513.4765625,125559.2109375,111589.953125,112117.875,456130203494,57.91114866423045,7697.280699897146,54.598632269549874
2025-10-06,115169.765625,126198.0703125,104582.4140625,123510.453125,645797975711,55.50167222280645,9089.118254907433,55.341023375766234
2025-10-13,108666.7109375,116020.484375,103598.4296875,115161.6796875,508815465964,45.248231931512414,9422.411898166689,53.40673395269764
2025-10-20,114472.4453125,115260.90625,106778.0,108667.4453125,415030266271,43.47840703134343,9328.46133335002,39.84075761074224
2025-10-27,110639.625,116273.3125,106376.6875,114479.8515625,378401671301,44.666172850584296,9385.277700015018,33.8994950832321
2025-11-03,104719.640625,110764.9140625,98962.0625,110646.90625,528630842986,44.141148135199195,9627.035086263517,33.47056237050845
2025-11-10,94177.078125,107428.2578125,92971.1640625,104723.7734375,530543355033,34.80638243423269,10110.040952637166,18.641712855713592
2025-11-17,86805.0078125,95928.3671875,80659.8125,94180.875,601874776014,26.635541402174226,10625.89232612345,12.754496256008375
2025-11-24,90394.3125,92969.0859375,85272.1953125,86798.7734375,400123670982,26.906686755459262,10332.992156011105,12.833479501730944
2025-12-01,90405.640625,94060.7734375,83862.25,90389.109375,457343640300,26.870918340890242,10319.545284159996,18.757505350783628
2025-12-08,88175.1796875,94601.5703125,87634.9375,90424.5859375,449188954528,24.756863942991473,9984.254036993996,19.76045096239191
2025-12-15,88621.75,90264.5703125,84436.3125,88171.078125,264999230688,27.605256875605576,9568.654414544597,20.087112176497104
2025-12-22,87835.8359375,90501.9296875,86411.796875,88621.3984375,198587430131,34.499895929656844,9020.802254340137,19.669885727546546
2025-12-29,91413.4921875,91712.5859375,86717.9140625,87835.7890625,230621462811,30.064328292029373,8618.189216406123,24.233919370463443
2026-01-05,90827.4609375,94762.0703125,89233.875,91414.625,259512375535,38.129070111578564,8309.18982601551,28.03969390341344
2026-01-12,93634.4296875,97860.6015625,90055.0234375,90825.859375,280085470493,49.33210138082045,8258.82865591396,37.479724427469094
2026-01-19,86572.21875,93660.828125,86003.7109375,93655.671875,273829578138,53.81357368640457,8198.657509072564,38.872178825183006
2026-01-26,76974.4453125,90439.2890625,75698.8984375,86566.5234375,384470316689,57.918958584363025,8852.830820665307,29.53277779760082
2026-02-02,70264.7265625,79258.609375,60074.203125,76968.875,552857565129,44.87358318623604,9885.988363598777,22.36575817891916
2026-02-09,68788.1875,71369.96875,65092.109375,70243.328125,304022005451,48.25319654418034,9525.1754647389,18.595187761742235
2026-02-16,67659.390625,70067.234375,65637.4296875,68782.3984375,216831409086,36.624889544976405,9015.638387015011,23.367928150402992
2026-02-23,65738.1015625,69953.53125,62553.1875,67668.4296875,311478915256,37.03600026329347,8854.10892331351,19.37475848514439
2026-03-02,65969.78125,74051.8046875,65303.13671875,65734.078125,331122778300,38.363670545322684,8843.564827857159,16.888496790863275
2026-03-09,72789.9140625,73927.328125,65858.0078125,65969.5859375,301054621121,38.51214997166407,8766.140376321444,21.414396452868257
2026-03-16,67845.2109375,75988.3984375,67372.875,72798.171875,285450089323,29.217640682311156,8751.0786824393,23.27318644268009
2026-03-23,65954.921875,71985.7421875,64971.70703125,67843.0,255116280552,19.00326468859015,8577.37432982037,23.908762169998482
2026-03-30,68981.8984375,69230.359375,65725.2578125,65958.3515625,218148470636,26.49265726995948,8070.147053088333,22.47001712126509
2026-04-06,70753.40625,73784.234375,67740.5078125,68982.9140625,256329278069,36.820178721575466,7867.5050040295,34.17016322631569
2026-04-13,73856.3515625,78320.6796875,70588.5234375,70757.6171875,296305123061,51.43732063192627,7853.97012862655,52.22929522955453
2026-04-20,78657.5390625,79468.0,73775.5703125,73854.25,235789607405,61.73653506754557,7637.816084513895,74.18704593961463
2026-04-27,78538.2265625,79488.171875,74958.5703125,78661.015625,217621556382,69.82981437359581,7326.994632312505,87.095237106758
2026-05-04,82138.9296875,82792.2109375,78217.9609375,78540.2890625,251565335439,80.52901853235998,7051.720169081254,95.31110326131072
2026-05-11,77429.3515625,82326.234375,76783.4140625,82139.046875,227382869047,70.45405121595142,6900.830183423129,86.87699291241313
2026-05-18,76981.125,78100.5625,74255.234375,77426.34375,199767215509,61.029438910750166,6595.279977580815,77.87711910444919
2026-05-25,73579.6875,77990.8671875,72435.625,76981.125,201225135404,62.78821171937856,6491.276198572734,61.867017795439416
2026-06-01,60943.23828125,73969.5703125,59108.91796875,73580.2109375,348337786686,60.96146208374684,7328.2138130904605,41.14667324701633
