,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3,RET,MOM,VOL,ATR_10_res,MFI_10_res,STOCHk_10_3_3_res,Investor_Sentiment_PC1
2025-01-06,94488.4375,102712.484375,91220.84375,98314.953125,338967010865,63.27435575919913,9298.516354202337,69.51711885785151,-0.03892106960132513,0.3998857711593572,0.005405923216644085,1300.2589489333368,-11.745978603266273,-20.793412163166224,-2.4372378782700457
2025-01-13,101089.609375,106299.796875,89260.1015625,94488.890625,437782936416,64.12503325721647,10072.634250032104,72.3700153895406,0.0698622185915605,0.3490137415180089,0.005469154047193083,2260.8930756724358,-13.565434918331718,-21.150053023072857,-3.017975538117053
2025-01-20,102682.5,109114.8828125,99471.359375,101083.75,471816874719,63.57483108445264,10029.723168778895,69.57252017617509,0.015757214167195333,0.2481910659363108,0.0035423622206588344,1917.9729779032386,-5.012585221088685,-9.379595464190231,-1.6697746129863174
2025-01-27,97688.9765625,106418.765625,96216.078125,102680.3046875,362117614322,53.804035616756956,10047.019601901005,61.467736658197,-0.04863071543349651,0.14749275127322126,0.002967167780767747,1701.9561773436799,-4.365375056046396,-1.7567292684913056,-1.1675942501792844
2025-02-03,96500.09375,102514.171875,91242.890625,97681.1015625,388753129798,54.12797265408746,10169.445766710904,48.84006738511241,-0.012170081562266843,0.007951118886390773,0.0022441894097460493,1756.2917559970156,3.2088439165645966,-2.5745965196769305,-0.6599178670169752
2025-02-10,96175.03125,98819.46875,94101.203125,96499.4609375,230337481014,44.41309266808725,9624.327752539813,37.91495961037932,-0.0033685200435362717,0.0032700959860521017,0.0022398772294081066,1225.2757974567212,-6.687751829666091,-13.701520902525253,-1.690593432343237
2025-02-17,96273.921875,99497.96875,93388.8359375,96179.0078125,210283176728,39.21863229088641,9272.808258535832,35.53928551004979,0.0010282359539135477,-0.04076695963539567,0.0020602340097884485,841.227720547995,-9.159071559979381,-11.771592625043986,-1.6154116944924417
2025-02-24,94248.3515625,96503.453125,78248.9140625,96277.9609375,424642208809,41.13769471723269,10170.98133893225,40.66277676043908,-0.02103965718909795,-0.06999159039686953,0.001951999661190893,1668.7338441593583,-3.9902809741404823,-1.799099002669152,-1.1265752657120294
2025-03-03,80601.0390625,94429.75,80052.484375,94248.421875,351467410238,40.96823210875972,10591.609767539025,31.593749671467208,-0.14480160420577648,-0.002882898414833135,0.003148791297840277,1965.1548352780246,-1.0787437071852324,-7.869769120500742,-1.3238189144961794
2025-03-10,82579.6875,85263.2890625,76624.25,80597.1484375,245099235090,34.188337865446954,10396.352697035121,25.92845219160613,0.024548671586798188,-0.13112688764399494,0.0032766558930125643,2029.0627605371374,-8.576472471723875,-13.286045237235637,-2.1706153055540174
2025-03-17,86054.375,87443.265625,81179.9921875,82576.3359375,154637791297,40.57684542374035,9983.044771081608,18.324762789284208,0.042076781896274396,-0.15773530773603162,0.0031736513888427275,1626.0907206507527,-1.394625590892602,-19.470424244082302,-1.7408118303885725
2025-03-24,82334.5234375,88758.7265625,81573.25,86070.9296875,181637739548,29.23928609406424,9703.287950223448,21.6429927760429,-0.04322675706493717,-0.07673745623843209,0.0031997987858224408,1232.690842344964,-13.46606692456588,-18.005220336328332,-2.405951535936336
2025-03-31,78214.484375,88466.953125,77097.7421875,82336.0625,237449686690,13.25332690223155,9869.880248951104,17.31220382870826,-0.05004023695634208,-0.18982643189492976,0.002569904664521725,1268.8097487388914,-21.509277285616207,-9.882208728490063,-2.6466130981970335
2025-04-07,83684.9765625,86015.1875,74436.6796875,78221.3359375,363220466107,25.665315951343246,10040.743005305992,18.616982929304328,0.06994218821761544,-0.25562388301846717,0.0032438878088819193,1677.7932389392554,-11.038759795001269,-10.924309660285797,-2.0890782191086674
2025-04-14,85174.3046875,86429.3515625,83100.6171875,83694.5234375,155677486406,34.4832703820846,9369.542142275393,27.040424272981948,0.01779683984123115,-0.13705097936735522,0.0032232126567216307,981.3570240698537,-7.508857223652782,-11.018042814939601,-1.518146056018605
2025-04-21,93754.84375,95768.390625,85143.8359375,85171.5390625,247116398033,44.639075861862004,9495.043396797855,50.9558714546017,0.10074093465137812,-0.10708405796385723,0.004352196201284995,1365.1113862587245,-3.601647044871754,3.3913589183885264,-0.7189687149930797
2025-04-28,94315.9765625,97905.8984375,92860.8046875,93755.3046875,179785916926,43.831037381414625,9050.04843211807,68.2109478176696,0.005985107436115911,-0.0029746032689428326,0.004354927042186233,801.7232501230919,-6.225706889451693,17.07156080879671,-0.024600409497416494
2025-05-05,104106.359375,104961.765625,93399.859375,94319.5625,346007588371,60.711359698760894,9301.234213906264,86.32835866406731,0.10380407614199116,0.0019822682132595304,0.005330698232940434,1314.0539545482416,5.213157464722499,27.129566122611415,1.0803615831253062
2025-05-12,106446.0078125,106597.171875,100814.40625,104106.9609375,344395798973,75.32009938134073,8949.387355015637,93.81045496303825,0.022473636111626893,0.12682600154434864,0.005236032209737849,878.2791802778593,15.734166660583917,27.72843882925318,2.0941768741930815
2025-05-19,109035.390625,111970.171875,102112.6875,106430.53125,407490594865,85.88102897683967,9040.197057014073,96.3028546660181,0.0243257860554158,0.294101241861752,0.0024793162265484632,907.9909323560578,13.020902164180342,11.487186450123815,1.1151792936882732
2025-05-26,105652.1015625,110744.2109375,103136.1171875,109023.78125,342628955292,73.51237053338302,8896.986726312665,91.62590546537166,-0.031029274468653778,0.29387835633036963,0.002809026197855137,675.5752476836806,4.02919598570567,11.326552982559477,0.5340799746791504
2025-06-02,105793.6484375,106813.578125,100436.8828125,105649.8125,317888289963,68.92235100139327,8644.957584931399,86.297238279062,0.0013397450018186596,0.22077229996544145,0.0028117590349202694,438.89563986727444,2.681512977851426,11.229099961936612,0.5332736417271238
2025-06-09,105552.0234375,110561.421875,102822.0234375,105793.0234375,360592444302,77.18082819322142,8554.40167018826,83.20367482902942,-0.002283927282673792,0.2653388020321973,0.0024448426273052386,347.5436474815797,7.839282912362563,3.5685084014377537,0.6029581292993011
2025-06-16,100987.140625,108915.375,98286.203125,105555.59375,345832029969,66.20438025007974,8761.878690669433,76.1335105530173,-0.04324770538579947,0.31309511170586557,0.0023485696291526124,499.41271383025196,-4.1668949813517315,-5.366216158327987,-0.7873098825201486
2025-06-23,108385.5703125,108526.3046875,99705.75,100987.4765625,320503132421,68.30303173338454,8767.74629035249,77.16477181274892,0.07326110672816166,0.19990521810245065,0.0023797138328456803,663.0756074243318,-0.8508807263064426,-1.5129515318279374,-0.42976343263254074
2025-06-30,109232.0703125,110541.4609375,105157.3984375,108383.4375,302896897483,69.24657055206512,8429.377911317242,78.08850752036798,0.007810080230784777,0.25536948498938117,0.0024028349761696212,233.19994785708877,-0.0023655843300502966,-1.2965028999037713,-0.16463849809412556
2025-07-07,119116.1171875,119449.5703125,107499.5546875,109235.328125,425010937713,71.87321370337676,8781.441682685518,90.3430347303234,0.0904866752659994,0.16243863056878782,0.0022548567995035124,677.7695056923167,4.27597059189371,14.262506707877137,0.6893456279182293
2025-07-14,117300.7890625,123091.609375,115765.6875,119115.7890625,607619761231,74.42096978816855,8635.889701916965,87.01545314899083,-0.015239987399375154,0.24694019839867132,0.002368011484126478,385.84964721560027,7.066735423423239,10.35615767670464,0.8460391761995139
2025-07-21,119448.4921875,120269.96875,114759.8203125,117306.46875,496322967466,62.237110687581136,8323.315575475268,86.8960518484717,0.018309366391863424,0.127896134857305,0.0016177237804480139,11.454080793682806,0.8552526289806863,20.082202118463556,1.0009265359062163
2025-07-28,114217.671875,119819.7890625,111943.8046875,119457.5234375,467817557243,50.93958168604726,8278.582455427742,75.39800421531092,-0.04379143023663379,0.12373186513754153,0.0018952187888697219,-141.9504940374827,-6.430696651412468,14.04460571323709,0.23754544482507445
2025-08-04,119306.7578125,119320.7109375,112701.109375,114223.921875,395725770752,60.046825297844435,8112.6843661349685,78.09361114575577,0.04455602932503733,0.05561464884549194,0.0020014439076788083,-170.9186310294881,2.4082215340966755,17.010160735635452,1.0548608820420395
2025-08-11,117453.0625,124457.1171875,116864.5703125,119306.8125,520847323413,69.32528673036916,8060.670617021472,74.06829221322802,-0.015537219739163666,0.13119995263918305,0.0018989055398436685,-298.28536953447565,9.811293854704878,9.669429327807492,1.3245778903328385
2025-08-18,113458.4296875,117614.171875,111060.546875,117453.90625,482123824127,59.3406819509905,7909.966055319325,71.98423508274314,-0.03401046109376671,0.11432298789820072,0.0020773768838321795,-485.6863776787277,2.1633691564789075,10.904854662335019,0.8900859078516865
2025-08-25,108236.7109375,113637.84375,107444.4453125,113456.8984375,453416228500,57.69533640974437,7738.3092935373925,55.225834134137415,-0.04602318897222746,0.0825964540871078,0.0023351459004985306,-686.075221737131,3.56254525291331,-1.441722047993899,0.5055775669451578
2025-09-01,111167.6171875,113357.4921875,107271.1796875,108228.75,369258523185,58.265080440606006,7573.109614183653,41.193909943918314,0.0270786706711037,0.07982097050067982,0.002129708306539042,-720.7210490574289,0.011546096175614196,-21.04974705245246,-0.6657387022686587
2025-09-08,115407.65625,116769.3828125,110630.609375,111163.015625,310393050143,58.47728129839403,7429.675996515289,37.650637564306955,0.038140954801150206,0.03363853444362186,0.0017955101940081957,-894.8088903124881,2.6296149717901756,-20.629399232611306,-0.37155275423517353
2025-09-15,115306.09375,117911.7890625,114461.0625,115399.6328125,292893677815,57.245352605517915,7031.78105311376,41.74604291759504,-0.0008800326018231219,0.06396940901398729,0.0018001426831538627,-1349.6951289465014,1.5270270337067942,-16.665877993491307,-0.06648989546289898
2025-09-22,112122.640625,115431.3125,108713.3984375,115309.21875,358886641603,45.9392124749026,7000.394354052385,40.7752977543413,-0.0276087153893374,-0.02739729885383524,0.0010662612124762328,-1543.2838638742905,-2.263619756151435,-5.944631755392535,0.23692250696207012
2025-09-29,123513.4765625,125559.2109375,111589.953125,112117.875,456130203494,57.91114866423045,7697.280699897146,54.598632269549874,0.1015926477828617,-0.039766026843797486,0.0020678978314741573,-532.741899055356,3.685618151913644,-0.8216420696658133,0.47575331189154335
2025-10-06,115169.765625,126198.0703125,104582.4140625,123510.453125,645797975711,55.50167222280645,9089.118254907433,55.341023375766234,-0.06755304092892189,0.04351725454720079,0.002520214166761058,607.3913228557485,5.4343437142422175,4.608933212041549,0.3551862831303373
2025-10-13,108666.7109375,116020.484375,103598.4296875,115161.6796875,508815465964,45.248231931512414,9422.411898166689,53.40673395269764,-0.05646494678711389,0.019755643854912686,0.002640275580340491,954.4842373033462,-3.7332780941906023,4.361050614866073,-0.5008663013075876
2025-10-20,114472.4453125,115260.90625,106778.0,108667.4453125,415030266271,43.47840703134343,9328.46133335002,39.84075761074224,0.05342698168475146,-0.08126533225723853,0.0027324012895149673,1017.2844339157455,-4.7214981973135295,-7.139760415658046,-1.1424386511870264
2025-10-27,110639.625,116273.3125,106376.6875,114479.8515625,378401671301,44.666172850584296,9385.277700015018,33.8994950832321,-0.03348247084297651,-0.012301130833323404,0.002808357769532672,952.3482309392675,-3.3084777482204117,-13.50809664222011,-1.305805879453961
2025-11-03,104719.640625,110764.9140625,98962.0625,110646.90625,528630842986,44.141148135199195,9627.035086263517,33.47056237050845,-0.053506909256064494,-0.011773140582533204,0.0029593005867427757,1164.2876874070807,-2.6372179601030226,-12.35995987521499,-1.2956562879567706
2025-11-10,94177.078125,107428.2578125,92971.1640625,104723.7734375,530543355033,34.80638243423269,10110.040952637166,18.641712855713592,-0.10067416615525648,-0.01925686086637024,0.003668998091753492,1593.9923226094088,-8.3531738839758,-22.449166978426142,-2.390046106312097
2025-11-17,86805.0078125,95928.3671875,80659.8125,94180.875,601874776014,26.635541402174226,10625.89232612345,12.754496256008375,-0.07827881751348398,-0.14700969769273042,0.003877780307067938,2081.7264105213217,-8.782849766870285,-16.421575400807725,-2.3565848212174236
2025-11-24,90394.3125,92969.0859375,85272.1953125,86798.7734375,400123670982,26.906686755459262,10332.992156011105,12.833479501730944,0.041349050912511176,-0.2634294700073646,0.003916328760694462,1951.1345735696614,-7.244256337962824,-13.42199470762028,-2.042059021059104
2025-12-01,90405.640625,94060.7734375,83862.25,90389.109375,457343640300,26.870918340890242,10319.545284159996,18.757505350783628,0.00012531900167944698,-0.2212003864930303,0.003920303131614748,1884.2927217106626,-7.8547492400781,-8.72529666682728,-1.8380781337853982
2025-12-08,88175.1796875,94601.5703125,87634.9375,90424.5859375,449188954528,24.756863942991473,9984.254036993996,19.76045096239191,-0.0246717010363533,-0.19346635210201346,0.0039166753459026,1518.0689568600264,-10.4805408562125,-8.711256967693373,-1.8722828967923497
2025-12-15,88621.75,90264.5703125,84436.3125,88171.078125,264999230688,27.605256875605576,9568.654414544597,20.087112176497104,0.005064580691331422,-0.31973070092122846,0.002419583217184158,980.0512151603016,-1.3413141882816184,2.339531033527809,-0.4269543981601434
2025-12-22,87835.8359375,90501.9296875,86411.796875,88621.3984375,198587430131,34.499895929656844,9020.802254340137,19.669885727546546,-0.008868184869966989,-0.24711307930097515,0.0022755459864528746,444.15059620456486,1.2084815756151244,-4.761262171344779,-0.32972410496587545
2025-12-29,91413.4921875,91712.5859375,86717.9140625,87835.7890625,230621462811,30.064328292029373,8618.189216406123,24.233919370463443,0.040731168683197705,-0.19951631738382825,0.002489107812921737,186.2486270515965,-9.284874180265128,-9.171943307896964,-1.211817121552436
2026-01-05,90827.4609375,94762.0703125,89233.875,91414.625,259512375535,38.129070111578564,8309.18982601551,28.03969390341344,-0.006410774120717111,-0.212212130385382,0.0020024710970574034,-256.61457486593645,2.1127018568978144,-0.3857217077823272,0.255033640810814
2026-01-12,93634.4296875,97860.6015625,90055.0234375,90825.859375,280085470493,49.33210138082045,8258.82865591396,37.479724427469094,0.03090440623383195,-0.1851404336631226,0.0022041192188535707,-201.35912824945808,9.390204571489832,3.246095338366004,0.948606135478838
2026-01-19,86572.21875,93660.828125,86003.7109375,93655.671875,273829578138,53.81357368640457,8198.657509072564,38.872178825183006,-0.07542322798429768,-0.10072911817322616,0.0024208602815458404,-402.4810705694199,14.21166907538057,4.1444238966019284,1.4430917005782935
2026-01-26,76974.4453125,90439.2890625,75698.8984375,86566.5234375,384470316689,57.918958584363025,8852.830820665307,29.53277779760082,-0.11086435782841708,-0.07547818000226736,0.002602841252580225,209.8357669962079,18.691187069493367,-5.022805676384717,1.0782584844139542
2026-02-02,70264.7265625,79258.609375,60074.203125,76968.875,552857565129,44.87358318623604,9885.988363598777,22.36575817891916,-0.08716813382363409,-0.10806372031720046,0.0027190765039143538,1275.7157614753469,6.620440113844815,-10.5656771161804,-0.5641512416946464
2026-02-09,68788.1875,71369.96875,65092.109375,70243.328125,304022005451,48.25319654418034,9525.1754647389,18.595187761742235,-0.02101394447449567,-0.23658090505334572,0.0023355367832700448,935.2940184621511,14.9576057231261,-5.978195486608957,0.4298994780786314
2026-02-16,67659.390625,70067.234375,65637.4296875,68782.3984375,216831409086,36.624889544976405,9015.638387015011,23.367928150402992,-0.01640974876682133,-0.25772016852952084,0.00228253497048359,417.2526460631325,4.511131513718162,0.6716139781109902,0.18559627654272243
2026-02-23,65738.1015625,69953.53125,62553.1875,67668.4296875,311478915256,37.03600026329347,8854.10892331351,19.37475848514439,-0.02839648783047255,-0.24945821625998887,0.0022836106027705927,237.4817763327701,5.035433489750105,-3.2494654991239855,0.12112627616926748
2026-03-02,65969.78125,74051.8046875,65303.13671875,65734.078125,331122778300,38.363670545322684,8843.564827857159,16.888496790863275,0.0035242832085702336,-0.28291928478179285,0.0022744846593269934,267.3792073787881,6.85801924363167,-4.705602332651939,0.17676109549053426
2026-03-09,72789.9140625,73927.328125,65858.0078125,65969.5859375,301054621121,38.51214997166407,8766.140376321444,21.414396452868257,0.10338268042233345,-0.2705268167032556,0.0037910944557234317,495.03418381107804,1.2219278098901327,-9.053628311893192,-0.5525971493912867
2026-03-16,67845.2109375,75988.3984375,67372.875,72798.171875,285450089323,29.217640682311156,8751.0786824393,23.27318644268009,-0.06793115761552215,-0.20787530496411988,0.0036490918401956484,171.72691003483487,-2.671902922541147,-0.2867061092408747,-0.2909226420718552
2026-03-23,65954.921875,71985.7421875,64971.70703125,67843.0,255116280552,19.00326468859015,8577.37432982037,23.908762169998482,-0.02786179063163885,-0.2693956884589249,0.003610857211118714,33.893144242214476,-10.917434350762491,3.7191974223328437,-0.6625317831295581
2026-03-30,68981.8984375,69230.359375,65725.2578125,65958.3515625,218148470636,26.49265726995948,8070.147053088333,22.47001712126509,0.045894627367413676,-0.3281618853243957,0.0038049552422326416,-353.50666002678463,-3.462408143623705,2.736247161423602,0.024803932045457187
2026-04-06,70753.40625,73784.234375,67740.5078125,68982.9140625,256329278069,36.820178721575466,7867.5050040295,34.17016322631569,0.02568076339773473,-0.20684402997268436,0.0037279906689486157,-519.5315170268359,-0.48096299506798346,3.069707784992321,0.338686065280016
2026-04-13,73856.3515625,78320.6796875,70588.5234375,70757.6171875,296305123061,51.43732063192627,7853.97012862655,52.22929522955453,0.04385577284485853,-0.07029890874653255,0.0029832410548216127,-452.7143780786264,3.1583214748079484,4.905301028928122,0.669013861343777
2026-04-20,78657.5390625,79468.0,73775.5703125,73854.25,235789607405,61.73653506754557,7637.816084513895,74.18704593961463,0.06500710363328821,0.06072499792196007,0.0025086475796238868,-568.9010818487941,2.840258591153429,11.063073018051988,0.9854531719759126
2026-04-27,78538.2265625,79488.171875,74958.5703125,78661.015625,217621556382,69.82981437359581,7326.994632312505,87.095237106758,-0.0015168603216176857,0.14674604602974395,0.0024166922160920056,-960.1663716237645,8.705332696686739,20.05606103677259,2.0225796352899197
2026-05-04,82138.9296875,82792.2109375,78217.9609375,78540.2890625,251565335439,80.52901853235998,7051.720169081254,95.31110326131072,0.045846504085938156,0.1616389344749476,0.002400329962201747,-1132.0685456820047,15.633077790970859,22.907304766855006,2.7542048395878096
2026-05-11,77429.3515625,82326.234375,76783.4140625,82139.046875,227382869047,70.45405121595142,6900.830183423129,86.87699291241313,-0.05733673597790634,0.2358819263913583,0.002750006059305937,-1415.9376537391336,6.498977540289587,14.849521401314803,1.8149697284911817
2026-05-18,76981.125,78100.5625,74255.234375,77426.34375,199767215509,61.029438910750166,6595.279977580815,77.87711910444919,-0.00578884561803672,0.17502090720488173,0.002781559569550027,-1657.802404164201,-1.6249674655679485,8.254222806261865,1.0016797630867034
2026-05-25,73579.6875,77990.8671875,72435.625,76981.125,201225135404,62.78821171937856,6491.276198572734,61.867017795439416,-0.044185344134682336,0.06584938116451156,0.002164088537217642,-1951.7693842022327,9.625813254150295,6.79671856515683,1.9109695840621272
2026-06-01,60943.23828125,73969.5703125,59108.91796875,73580.2109375,348337786686,60.96146208374684,7328.2138130904605,41.14667324701633,-0.17173828332377739,0.08959519464535137,0.0045949539654625724,-1196.3228756123117,14.792982285997027,-5.66915889340536,1.3796035385980108
