지점,지점명,일시,기온(°C)
108,서울,2024-12-06 01:54,2.9
108,서울,2024-12-06 01:55,2.9
108,서울,2024-12-06 01:56,2.9
108,서울,2024-12-06 01:57,2.9
108,서울,2024-12-06 01:58,2.8
108,서울,2024-12-06 01:59,2.8
108,서울,2024-12-06 02:00,2.8
108,서울,2024-12-06 02:01,2.8
108,서울,2024-12-06 02:02,2.8
108,서울,2024-12-06 02:03,2.8
108,서울,2024-12-06 02:04,2.8
108,서울,2024-12-06 02:05,2.8
108,서울,2024-12-06 02:06,2.7
108,서울,2024-12-06 02:07,2.7
108,서울,2024-12-06 02:08,2.7
108,서울,2024-12-06 02:09,2.7
108,서울,2024-12-06 02:10,2.7
108,서울,2024-12-06 02:11,2.7
108,서울,2024-12-06 02:12,2.6
108,서울,2024-12-06 02:13,2.6
108,서울,2024-12-06 02:14,2.6
108,서울,2024-12-06 02:15,2.6
108,서울,2024-12-06 02:16,2.6
108,서울,2024-12-06 02:17,2.6
108,서울,2024-12-06 02:18,2.6
108,서울,2024-12-06 02:19,2.5
108,서울,2024-12-06 02:20,2.5
108,서울,2024-12-06 02:21,2.5
108,서울,2024-12-06 02:22,2.5
108,서울,2024-12-06 02:23,2.5
108,서울,2024-12-06 02:24,2.5
108,서울,2024-12-06 02:25,2.5
108,서울,2024-12-06 02:26,2.5
108,서울,2024-12-06 02:27,2.5
108,서울,2024-12-06 02:28,2.5
108,서울,2024-12-06 02:29,2.5
108,서울,2024-12-06 02:30,2.4
108,서울,2024-12-06 02:31,2.4
108,서울,2024-12-06 02:32,2.4
108,서울,2024-12-06 02:33,2.4
108,서울,2024-12-06 02:34,2.3
108,서울,2024-12-06 02:35,2.3
108,서울,2024-12-06 02:36,2.3
108,서울,2024-12-06 02:37,2.3
108,서울,2024-12-06 02:38,2.3
108,서울,2024-12-06 02:39,2.3
108,서울,2024-12-06 02:40,2.3
108,서울,2024-12-06 02:41,2.3
108,서울,2024-12-06 02:42,2.2
108,서울,2024-12-06 02:43,2.2
108,서울,2024-12-06 02:44,2.2
108,서울,2024-12-06 02:45,2.2
108,서울,2024-12-06 02:46,2.2
108,서울,2024-12-06 02:47,2.2
108,서울,2024-12-06 02:48,2.2
108,서울,2024-12-06 02:49,2.2
108,서울,2024-12-06 02:50,2.2
108,서울,2024-12-06 02:51,2.2
108,서울,2024-12-06 02:52,2.2
108,서울,2024-12-06 02:53,2.2
108,서울,2024-12-06 02:54,2.3
108,서울,2024-12-06 02:55,2.3
108,서울,2024-12-06 02:56,2.3
108,서울,2024-12-06 02:57,2.3
108,서울,2024-12-06 02:58,2.4
108,서울,2024-12-06 02:59,2.4
108,서울,2024-12-06 03:00,2.4
108,서울,2024-12-06 03:01,2.4
108,서울,2024-12-06 03:02,2.4
108,서울,2024-12-06 03:03,2.3
108,서울,2024-12-06 03:04,2.3
108,서울,2024-12-06 03:05,2.3
108,서울,2024-12-06 03:06,2.4
108,서울,2024-12-06 03:07,2.4
108,서울,2024-12-06 03:08,2.4
108,서울,2024-12-06 03:09,2.4
108,서울,2024-12-06 03:10,2.4
108,서울,2024-12-06 03:11,2.4
108,서울,2024-12-06 03:12,2.3
108,서울,2024-12-06 03:13,2.3
108,서울,2024-12-06 03:14,2.3
108,서울,2024-12-06 03:15,2.3
108,서울,2024-12-06 03:16,2.3
108,서울,2024-12-06 03:17,2.2
108,서울,2024-12-06 03:18,2.2
108,서울,2024-12-06 03:19,2.2
108,서울,2024-12-06 03:20,2.2
108,서울,2024-12-06 03:21,2.2
108,서울,2024-12-06 03:22,2.2
108,서울,2024-12-06 03:23,2.1
108,서울,2024-12-06 03:24,2.1
108,서울,2024-12-06 03:25,2.1
108,서울,2024-12-06 03:26,2.1
108,서울,2024-12-06 03:27,2.1
108,서울,2024-12-06 03:28,2.1
108,서울,2024-12-06 03:29,2.1
108,서울,2024-12-06 03:30,2.1
108,서울,2024-12-06 03:31,2.1
108,서울,2024-12-06 03:32,2.1
108,서울,2024-12-06 03:33,2.1
108,서울,2024-12-06 03:34,2.1
108,서울,2024-12-06 03:35,2.1
108,서울,2024-12-06 03:36,2
108,서울,2024-12-06 03:37,2
108,서울,2024-12-06 03:38,2
108,서울,2024-12-06 03:39,2
108,서울,2024-12-06 03:40,2
108,서울,2024-12-06 03:41,1.9
108,서울,2024-12-06 03:42,1.9
108,서울,2024-12-06 03:43,1.9
108,서울,2024-12-06 03:44,1.9
108,서울,2024-12-06 03:45,1.9
108,서울,2024-12-06 03:46,1.9
108,서울,2024-12-06 03:47,1.9
108,서울,2024-12-06 03:48,1.9
108,서울,2024-12-06 03:49,1.9
108,서울,2024-12-06 03:50,1.9
108,서울,2024-12-06 03:51,1.9
108,서울,2024-12-06 03:52,1.9
108,서울,2024-12-06 03:53,1.9
108,서울,2024-12-06 03:54,1.9
108,서울,2024-12-06 03:55,1.9
108,서울,2024-12-06 03:56,1.9
108,서울,2024-12-06 03:57,1.9
108,서울,2024-12-06 03:58,1.9
108,서울,2024-12-06 03:59,1.8
108,서울,2024-12-06 04:00,1.8
108,서울,2024-12-06 04:01,1.8
108,서울,2024-12-06 04:02,1.8
108,서울,2024-12-06 04:03,1.8
108,서울,2024-12-06 04:04,1.8
108,서울,2024-12-06 04:05,1.8
108,서울,2024-12-06 04:06,1.7
108,서울,2024-12-06 04:07,1.7
108,서울,2024-12-06 04:08,1.7
108,서울,2024-12-06 04:09,1.7
108,서울,2024-12-06 04:10,1.7
108,서울,2024-12-06 04:11,1.7
108,서울,2024-12-06 04:12,1.7
108,서울,2024-12-06 04:13,1.7
108,서울,2024-12-06 04:14,1.7
108,서울,2024-12-06 04:15,1.7
108,서울,2024-12-06 04:16,1.7
108,서울,2024-12-06 04:17,1.7
108,서울,2024-12-06 04:18,1.7
108,서울,2024-12-06 04:19,1.7
108,서울,2024-12-06 04:20,1.7
108,서울,2024-12-06 04:21,1.7
108,서울,2024-12-06 04:22,1.7
108,서울,2024-12-06 04:23,1.7
108,서울,2024-12-06 04:24,1.7
108,서울,2024-12-06 04:25,1.7
108,서울,2024-12-06 04:26,1.6
108,서울,2024-12-06 04:27,1.6
108,서울,2024-12-06 04:28,1.6
108,서울,2024-12-06 04:29,1.6
108,서울,2024-12-06 04:30,1.6
108,서울,2024-12-06 04:31,1.6
108,서울,2024-12-06 04:32,1.6
108,서울,2024-12-06 04:33,1.7
108,서울,2024-12-06 04:34,1.7
108,서울,2024-12-06 04:35,1.7
108,서울,2024-12-06 04:36,1.7
108,서울,2024-12-06 04:37,1.7
108,서울,2024-12-06 04:38,1.7
108,서울,2024-12-06 04:39,1.7
108,서울,2024-12-06 04:40,1.7
108,서울,2024-12-06 04:41,1.6
108,서울,2024-12-06 04:42,1.6
108,서울,2024-12-06 04:43,1.6
108,서울,2024-12-06 04:44,1.6
108,서울,2024-12-06 04:45,1.6
108,서울,2024-12-06 04:46,1.6
108,서울,2024-12-06 04:47,1.5
108,서울,2024-12-06 04:48,1.6
108,서울,2024-12-06 04:49,1.5
108,서울,2024-12-06 04:50,1.5
108,서울,2024-12-06 04:51,1.5
108,서울,2024-12-06 04:52,1.5
108,서울,2024-12-06 04:53,1.5
108,서울,2024-12-06 04:54,1.5
108,서울,2024-12-06 04:55,1.5
108,서울,2024-12-06 04:56,1.5
108,서울,2024-12-06 04:57,1.5
108,서울,2024-12-06 04:58,1.4
108,서울,2024-12-06 04:59,1.4
108,서울,2024-12-06 05:00,1.5
108,서울,2024-12-06 05:01,1.5
108,서울,2024-12-06 05:02,1.5
108,서울,2024-12-06 05:03,1.5
108,서울,2024-12-06 05:04,1.4
108,서울,2024-12-06 05:05,1.4
108,서울,2024-12-06 05:06,1.4
108,서울,2024-12-06 05:07,1.4
108,서울,2024-12-06 05:08,1.3
108,서울,2024-12-06 05:09,1.3
108,서울,2024-12-06 05:10,1.3
108,서울,2024-12-06 05:11,1.3
108,서울,2024-12-06 05:12,1.3
108,서울,2024-12-06 05:13,1.3
108,서울,2024-12-06 05:14,1.3
108,서울,2024-12-06 05:15,1.2
108,서울,2024-12-06 05:16,1.2
108,서울,2024-12-06 05:17,1.2
108,서울,2024-12-06 05:18,1.2
108,서울,2024-12-06 05:19,1.2
108,서울,2024-12-06 05:20,1.2
108,서울,2024-12-06 05:21,1.2
108,서울,2024-12-06 05:22,1.2
108,서울,2024-12-06 05:23,1.1
108,서울,2024-12-06 05:24,1.2
108,서울,2024-12-06 05:25,1.2
108,서울,2024-12-06 05:26,1.1
108,서울,2024-12-06 05:27,1.2
108,서울,2024-12-06 05:28,1.2
108,서울,2024-12-06 05:29,1.2
108,서울,2024-12-06 05:30,1.2
108,서울,2024-12-06 05:31,1.2
108,서울,2024-12-06 05:32,1.2
108,서울,2024-12-06 05:33,1.2
108,서울,2024-12-06 05:34,1.3
108,서울,2024-12-06 05:35,1.3
108,서울,2024-12-06 05:36,1.3
108,서울,2024-12-06 05:37,1.4
108,서울,2024-12-06 05:38,1.4
108,서울,2024-12-06 05:39,1.4
108,서울,2024-12-06 05:40,1.4
108,서울,2024-12-06 05:41,1.4
108,서울,2024-12-06 05:42,1.4
108,서울,2024-12-06 05:43,1.4
108,서울,2024-12-06 05:44,1.4
108,서울,2024-12-06 05:45,1.3
108,서울,2024-12-06 05:46,1.4
108,서울,2024-12-06 05:47,1.4
108,서울,2024-12-06 05:48,1.4
108,서울,2024-12-06 05:49,1.4
108,서울,2024-12-06 05:50,1.3
108,서울,2024-12-06 05:51,1.3
108,서울,2024-12-06 05:52,1.3
108,서울,2024-12-06 05:53,1.3
108,서울,2024-12-06 05:54,1.3
108,서울,2024-12-06 05:55,1.3
108,서울,2024-12-06 05:56,1.3
108,서울,2024-12-06 05:57,1.3
108,서울,2024-12-06 05:58,1.2
108,서울,2024-12-06 05:59,1.2
108,서울,2024-12-06 06:00,1.2
108,서울,2024-12-06 06:01,1.2
108,서울,2024-12-06 06:02,1.2
108,서울,2024-12-06 06:03,1.2
108,서울,2024-12-06 06:04,1.2
108,서울,2024-12-06 06:05,1.2
108,서울,2024-12-06 06:06,1.1
108,서울,2024-12-06 06:07,1.1
108,서울,2024-12-06 06:08,1.1
108,서울,2024-12-06 06:09,1.1
108,서울,2024-12-06 06:10,1.1
108,서울,2024-12-06 06:11,1.1
108,서울,2024-12-06 06:12,1.1
108,서울,2024-12-06 06:13,1
108,서울,2024-12-06 06:14,1
108,서울,2024-12-06 06:15,1
108,서울,2024-12-06 06:16,1
108,서울,2024-12-06 06:17,1
108,서울,2024-12-06 06:18,1
108,서울,2024-12-06 06:19,1
108,서울,2024-12-06 06:20,1
108,서울,2024-12-06 06:21,1
108,서울,2024-12-06 06:22,1
108,서울,2024-12-06 06:23,1
108,서울,2024-12-06 06:24,1
108,서울,2024-12-06 06:25,1.1
108,서울,2024-12-06 06:26,1
108,서울,2024-12-06 06:27,1
108,서울,2024-12-06 06:28,1
108,서울,2024-12-06 06:29,1
108,서울,2024-12-06 06:30,.9
108,서울,2024-12-06 06:31,.9
108,서울,2024-12-06 06:32,.9
108,서울,2024-12-06 06:33,.9
108,서울,2024-12-06 06:34,.9
108,서울,2024-12-06 06:35,.9
108,서울,2024-12-06 06:36,.9
108,서울,2024-12-06 06:37,.9
108,서울,2024-12-06 06:38,.9
108,서울,2024-12-06 06:39,.8
108,서울,2024-12-06 06:40,.8
108,서울,2024-12-06 06:41,.8
108,서울,2024-12-06 06:42,.8
108,서울,2024-12-06 06:43,.7
108,서울,2024-12-06 06:44,.7
108,서울,2024-12-06 06:45,.7
108,서울,2024-12-06 06:46,.7
108,서울,2024-12-06 06:47,.7
108,서울,2024-12-06 06:48,.7
108,서울,2024-12-06 06:49,.7
108,서울,2024-12-06 06:50,.7
108,서울,2024-12-06 06:51,.7
108,서울,2024-12-06 06:52,.7
108,서울,2024-12-06 06:53,.7
108,서울,2024-12-06 06:54,.7
108,서울,2024-12-06 06:55,.8
108,서울,2024-12-06 06:56,.8
108,서울,2024-12-06 06:57,.8
108,서울,2024-12-06 06:58,.8
108,서울,2024-12-06 06:59,.8
108,서울,2024-12-06 07:00,.8
108,서울,2024-12-06 07:01,.8
108,서울,2024-12-06 07:02,.8
108,서울,2024-12-06 07:03,.8
108,서울,2024-12-06 07:04,.8
108,서울,2024-12-06 07:05,.8
108,서울,2024-12-06 07:06,.8
108,서울,2024-12-06 07:07,.8
108,서울,2024-12-06 07:08,.8
108,서울,2024-12-06 07:09,.7
108,서울,2024-12-06 07:10,.7
108,서울,2024-12-06 07:11,.7
108,서울,2024-12-06 07:12,.7
108,서울,2024-12-06 07:13,.6
108,서울,2024-12-06 07:14,.6
108,서울,2024-12-06 07:15,.6
108,서울,2024-12-06 07:16,.6
108,서울,2024-12-06 07:17,.6
108,서울,2024-12-06 07:18,.6
108,서울,2024-12-06 07:19,.5
108,서울,2024-12-06 07:20,.5
108,서울,2024-12-06 07:21,.5
108,서울,2024-12-06 07:22,.5
108,서울,2024-12-06 07:23,.4
108,서울,2024-12-06 07:24,.4
108,서울,2024-12-06 07:25,.4
108,서울,2024-12-06 07:26,.4
108,서울,2024-12-06 07:27,.4
108,서울,2024-12-06 07:28,.4
108,서울,2024-12-06 07:29,.3
108,서울,2024-12-06 07:30,.4
108,서울,2024-12-06 07:31,.3
108,서울,2024-12-06 07:32,.3
108,서울,2024-12-06 07:33,.3
108,서울,2024-12-06 07:34,.3
108,서울,2024-12-06 07:35,.3
108,서울,2024-12-06 07:36,.3
108,서울,2024-12-06 07:37,.3
108,서울,2024-12-06 07:38,.3
108,서울,2024-12-06 07:39,.3
108,서울,2024-12-06 07:40,.3
108,서울,2024-12-06 07:41,.2
108,서울,2024-12-06 07:42,.2
108,서울,2024-12-06 07:43,.2
108,서울,2024-12-06 07:44,.2
108,서울,2024-12-06 07:45,.2
108,서울,2024-12-06 07:46,.2
108,서울,2024-12-06 07:47,.2
108,서울,2024-12-06 07:48,.1
108,서울,2024-12-06 07:49,.1
108,서울,2024-12-06 07:50,.1
108,서울,2024-12-06 07:51,.1
108,서울,2024-12-06 07:52,.1
108,서울,2024-12-06 07:53,.1
108,서울,2024-12-06 07:54,.1
108,서울,2024-12-06 07:55,0
108,서울,2024-12-06 07:56,0
108,서울,2024-12-06 07:57,0
108,서울,2024-12-06 07:58,0
108,서울,2024-12-06 07:59,0
108,서울,2024-12-06 08:00,0
108,서울,2024-12-06 08:01,0
108,서울,2024-12-06 08:02,0
108,서울,2024-12-06 08:03,0
108,서울,2024-12-06 08:04,0
108,서울,2024-12-06 08:05,0
108,서울,2024-12-06 08:06,0
108,서울,2024-12-06 08:07,0
108,서울,2024-12-06 08:08,0
108,서울,2024-12-06 08:09,0
108,서울,2024-12-06 08:10,0
108,서울,2024-12-06 08:11,0
108,서울,2024-12-06 08:12,0
108,서울,2024-12-06 08:13,0
108,서울,2024-12-06 08:14,0
108,서울,2024-12-06 08:15,.1
108,서울,2024-12-06 08:16,.1
108,서울,2024-12-06 08:17,.1
108,서울,2024-12-06 08:18,.1
108,서울,2024-12-06 08:19,.1
108,서울,2024-12-06 08:20,.1
108,서울,2024-12-06 08:21,.1
108,서울,2024-12-06 08:22,.2
108,서울,2024-12-06 08:23,.2
108,서울,2024-12-06 08:24,.2
108,서울,2024-12-06 08:25,.2
108,서울,2024-12-06 08:26,.2
108,서울,2024-12-06 08:27,.2
108,서울,2024-12-06 08:28,.2
108,서울,2024-12-06 08:29,.2
108,서울,2024-12-06 08:30,.2
108,서울,2024-12-06 08:31,.2
108,서울,2024-12-06 08:32,.2
108,서울,2024-12-06 08:33,.2
108,서울,2024-12-06 08:34,.2
108,서울,2024-12-06 08:35,.2
108,서울,2024-12-06 08:36,.2
108,서울,2024-12-06 08:37,.2
108,서울,2024-12-06 08:38,.2
108,서울,2024-12-06 08:39,.2
108,서울,2024-12-06 08:40,.3
108,서울,2024-12-06 08:41,.4
108,서울,2024-12-06 08:42,.4
108,서울,2024-12-06 08:43,.3
108,서울,2024-12-06 08:44,.3
108,서울,2024-12-06 08:45,.4
108,서울,2024-12-06 08:46,.4
108,서울,2024-12-06 08:47,.4
108,서울,2024-12-06 08:48,.5
108,서울,2024-12-06 08:49,.5
108,서울,2024-12-06 08:50,.5
108,서울,2024-12-06 08:51,.5
108,서울,2024-12-06 08:52,.6
108,서울,2024-12-06 08:53,.6
108,서울,2024-12-06 08:54,.6
108,서울,2024-12-06 08:55,.6
108,서울,2024-12-06 08:56,.7
108,서울,2024-12-06 08:57,.7
108,서울,2024-12-06 08:58,.7
108,서울,2024-12-06 08:59,.7
108,서울,2024-12-06 09:00,.8
108,서울,2024-12-06 09:01,.8
108,서울,2024-12-06 09:02,.8
108,서울,2024-12-06 09:03,.8
108,서울,2024-12-06 09:04,.8
108,서울,2024-12-06 09:05,.9
108,서울,2024-12-06 09:06,.9
108,서울,2024-12-06 09:07,.9
108,서울,2024-12-06 09:08,.9
108,서울,2024-12-06 09:09,.9
108,서울,2024-12-06 09:10,1
108,서울,2024-12-06 09:11,1
108,서울,2024-12-06 09:12,1
108,서울,2024-12-06 09:13,1
108,서울,2024-12-06 09:14,1
108,서울,2024-12-06 09:15,1.1
108,서울,2024-12-06 09:16,1.1
108,서울,2024-12-06 09:17,1.1
108,서울,2024-12-06 09:18,1.1
108,서울,2024-12-06 09:19,1.1
108,서울,2024-12-06 09:20,1.1
108,서울,2024-12-06 09:21,1.1
108,서울,2024-12-06 09:22,1.1
108,서울,2024-12-06 09:23,1.2
108,서울,2024-12-06 09:24,1.2
108,서울,2024-12-06 09:25,1.2
108,서울,2024-12-06 09:26,1.3
108,서울,2024-12-06 09:27,1.3
108,서울,2024-12-06 09:28,1.3
108,서울,2024-12-06 09:29,1.3
108,서울,2024-12-06 09:30,1.3
108,서울,2024-12-06 09:31,1.3
108,서울,2024-12-06 09:32,1.4
108,서울,2024-12-06 09:33,1.4
108,서울,2024-12-06 09:34,1.4
108,서울,2024-12-06 09:35,1.5
108,서울,2024-12-06 09:36,1.5
108,서울,2024-12-06 09:37,1.5
108,서울,2024-12-06 09:38,1.5
108,서울,2024-12-06 09:39,1.5
108,서울,2024-12-06 09:40,1.6
108,서울,2024-12-06 09:41,1.6
108,서울,2024-12-06 09:42,1.6
108,서울,2024-12-06 09:43,1.6
108,서울,2024-12-06 09:44,1.6
108,서울,2024-12-06 09:45,1.7
108,서울,2024-12-06 09:46,1.7
108,서울,2024-12-06 09:47,1.8
108,서울,2024-12-06 09:48,1.8
108,서울,2024-12-06 09:49,1.9
108,서울,2024-12-06 09:50,1.9
108,서울,2024-12-06 09:51,2
108,서울,2024-12-06 09:52,2
108,서울,2024-12-06 09:53,2
108,서울,2024-12-06 09:54,2.1
108,서울,2024-12-06 09:55,2.1
108,서울,2024-12-06 09:56,2.1
108,서울,2024-12-06 09:57,2.1
108,서울,2024-12-06 09:58,2.1
108,서울,2024-12-06 09:59,2.1
108,서울,2024-12-06 10:00,2.1
108,서울,2024-12-06 10:01,2
108,서울,2024-12-06 10:02,2
108,서울,2024-12-06 10:03,2
108,서울,2024-12-06 10:04,2.1
108,서울,2024-12-06 10:05,2.1
108,서울,2024-12-06 10:06,2.1
108,서울,2024-12-06 10:07,2.1
108,서울,2024-12-06 10:08,2.1
108,서울,2024-12-06 10:09,2.1
108,서울,2024-12-06 10:10,2.1
108,서울,2024-12-06 10:11,2.1
108,서울,2024-12-06 10:12,2.1
108,서울,2024-12-06 10:13,2.2
108,서울,2024-12-06 10:14,2.2
108,서울,2024-12-06 10:15,2.2
108,서울,2024-12-06 10:16,2.2
108,서울,2024-12-06 10:17,2.2
108,서울,2024-12-06 10:18,2.3
108,서울,2024-12-06 10:19,2.3
108,서울,2024-12-06 10:20,2.3
108,서울,2024-12-06 10:21,2.3
108,서울,2024-12-06 10:22,2.3
108,서울,2024-12-06 10:23,2.5
108,서울,2024-12-06 10:24,2.5
108,서울,2024-12-06 10:25,2.6
108,서울,2024-12-06 10:26,2.6
108,서울,2024-12-06 10:27,2.6
108,서울,2024-12-06 10:28,2.7
108,서울,2024-12-06 10:29,2.7
108,서울,2024-12-06 10:30,2.7
108,서울,2024-12-06 10:31,2.7
108,서울,2024-12-06 10:32,2.8
108,서울,2024-12-06 10:33,2.7
108,서울,2024-12-06 10:34,2.8
108,서울,2024-12-06 10:35,2.9
108,서울,2024-12-06 10:36,2.9
108,서울,2024-12-06 10:37,3
108,서울,2024-12-06 10:38,2.9
108,서울,2024-12-06 10:39,2.9
108,서울,2024-12-06 10:40,2.9
108,서울,2024-12-06 10:41,2.9
108,서울,2024-12-06 10:42,2.9
108,서울,2024-12-06 10:43,2.9
108,서울,2024-12-06 10:44,2.9
108,서울,2024-12-06 10:45,2.9
108,서울,2024-12-06 10:46,3
108,서울,2024-12-06 10:47,3
108,서울,2024-12-06 10:48,3
108,서울,2024-12-06 10:49,3
108,서울,2024-12-06 10:50,3
108,서울,2024-12-06 10:51,3.1
108,서울,2024-12-06 10:52,3.2
108,서울,2024-12-06 10:53,3.2
108,서울,2024-12-06 10:54,3.3
108,서울,2024-12-06 10:55,3.4
108,서울,2024-12-06 10:56,3.4
108,서울,2024-12-06 10:57,3.4
108,서울,2024-12-06 10:58,3.4
108,서울,2024-12-06 10:59,3.5
108,서울,2024-12-06 11:00,3.5
108,서울,2024-12-06 11:01,3.5
108,서울,2024-12-06 11:02,3.5
108,서울,2024-12-06 11:03,3.4
108,서울,2024-12-06 11:04,3.4
108,서울,2024-12-06 11:05,3.4
108,서울,2024-12-06 11:06,3.3
108,서울,2024-12-06 11:07,3.2
108,서울,2024-12-06 11:08,3.1
108,서울,2024-12-06 11:09,3.1
108,서울,2024-12-06 11:10,3
108,서울,2024-12-06 11:11,3.1
108,서울,2024-12-06 11:12,3.2
108,서울,2024-12-06 11:13,3.3
108,서울,2024-12-06 11:14,3.4
108,서울,2024-12-06 11:15,3.4
108,서울,2024-12-06 11:16,3.4
108,서울,2024-12-06 11:17,3.4
108,서울,2024-12-06 11:18,3.4
108,서울,2024-12-06 11:19,3.4
108,서울,2024-12-06 11:20,3.5
108,서울,2024-12-06 11:21,3.6
108,서울,2024-12-06 11:22,3.6
108,서울,2024-12-06 11:23,3.7
108,서울,2024-12-06 11:24,3.7
108,서울,2024-12-06 11:25,3.6
108,서울,2024-12-06 11:26,3.5
108,서울,2024-12-06 11:27,3.5
108,서울,2024-12-06 11:28,3.5
108,서울,2024-12-06 11:29,3.6
108,서울,2024-12-06 11:30,3.6
108,서울,2024-12-06 11:31,3.6
108,서울,2024-12-06 11:32,3.7
108,서울,2024-12-06 11:33,3.8
108,서울,2024-12-06 11:34,3.7
108,서울,2024-12-06 11:35,3.6
108,서울,2024-12-06 11:36,3.6
108,서울,2024-12-06 11:37,3.6
108,서울,2024-12-06 11:38,3.7
108,서울,2024-12-06 11:39,3.8
108,서울,2024-12-06 11:40,3.7
108,서울,2024-12-06 11:41,3.6
108,서울,2024-12-06 11:42,3.6
108,서울,2024-12-06 11:43,3.7
108,서울,2024-12-06 11:44,3.7
108,서울,2024-12-06 11:45,3.7
108,서울,2024-12-06 11:46,3.6
108,서울,2024-12-06 11:47,3.6
108,서울,2024-12-06 11:48,3.6
108,서울,2024-12-06 11:49,3.7
108,서울,2024-12-06 11:50,3.8
108,서울,2024-12-06 11:51,4
108,서울,2024-12-06 11:52,4
