,names,code,change_price
1812,인팩,23810,-1890
1813,시너지이노베이션,48870,-335
1814,신성델타테크,65350,-600
1815,GS,78930,16400
1816,유니퀘스트,77500,-630
1817,다스코,58730,480
1818,한국경제TV,39340,-585
1819,LG디스플레이,34220,830
1820,다날,64260,620
1821,텔코웨어,78000,2610
1822,형지I&C,11080,-465
1823,비케이홀딩스,50090,-68
1824,YBM넷,57030,-245
1825,CS,65770,1822
1826,아미노로직스,74430,5
1827,테라젠이텍스,66700,-225
1828,디에이피,66900,-472
1829,한양디지텍,78350,6650
1830,STX엔진,77970,-250
1831,동국알앤에스,75970,-85
1832,빛과전자,69540,4296
1833,듀오백,73190,-283
1834,삼진엘앤디,54090,235
1835,폴라리스AI파마,41910,510
1836,NICE,34310,610
1837,대교,19680,-369
1838,세진티에스,67770,40
1839,인티큐브,70590,-156
1840,리튬포어스,73570,-322
1841,테라사이언스,73640,0
1842,우주일렉트로,65680,-8950
1843,기업은행,24110,1600
1844,이엔플러스,74610,0
1845,SOOP,67160,-9400
1846,드림어스컴퍼니,60570,-234
1847,버킷스튜디오,66410,0
1848,원익QnC,74600,8700
1849,로체시스템즈,71280,-1130
1850,에스텍,69510,740
1851,오텍,67170,385
1852,키이스트,54780,-850
1853,현대에버다임,41440,1070
1854,한솔홈데코,25750,-99
1855,중앙백신,72020,-360
1856,휴비츠,65510,-1370
1857,우리산업홀딩스,72470,385
1858,디지털대성,68930,130
1859,이수페타시스,7660,-6600
1860,강원랜드,35250,-1400
1861,유아이디,69330,63
1862,티씨케이,64760,94900
1863,YG PLUS,37270,-2470
1864,아모텍,52710,9290
1865,농심홀딩스,72710,5600
1866,웰크론,65950,-172
1867,파워로직스,47310,480
1868,한국금융지주,71050,76500
1869,이엘씨,41520,3040
1870,유엔젤,72130,1015
1871,SBS,34120,-3640
1872,홈캐스트,64240,0
1873,씨씨에스,66790,0
1874,웹젠,69080,-850
1875,엔씨소프트,36570,23500
1876,하이스틸,71090,745
1877,대화제약,67080,-3860
1878,스모트로닉,66590,105
1879,JW신약,67290,-80
1880,하츠,66130,-170
1881,빅텍,65450,1820
1882,탑엔지니어링,65130,-135
1883,DSR제강,69730,1535
1884,이루온,65440,2883
1885,태경케미컬,6890,560
1886,재영솔루텍,49630,-2040
1887,한국큐빅,21650,-85
1888,인터플렉스,51370,1860
1889,삼영이엔씨,65570,0
1890,하이퍼코퍼레이션,65650,-98
1891,한성크린텍,66980,230
1892,리더스코스메틱,16100,-570
1893,한농화성,11500,6540
1894,케이피엠테크,42040,-79
1895,디티씨,66670,-690
1896,아이로보틱스,66430,187
1897,초록뱀미디어,47820,-480
1898,인크레더블버즈,64090,-509
1899,쎌바이오텍,49960,2090
1900,NE능률,53290,440
1901,테크엘,64520,-85
1902,현대백화점,69960,-4000
1903,KG이니시스,35600,480
1904,비엘팜텍,65170,1955
1905,대호에이엘,69460,-858
1906,대웅제약,69620,-15600
1907,플래스크,41590,0
1908,마니커,27740,21
1909,SNT홀딩스,36530,7500
1910,티케이지휴켐스,69260,-610
1911,새로닉스,42600,9230
1912,SJG세종,33530,-2850
1913,오리엔트정공,65500,-430
1914,에이전트AI,60900,-255
1915,국보디자인,66620,-450
1916,아이톡시,52770,-350
1917,에스아이리소스,65420,1
1918,포니링크,64800,-226
1919,포스코스틸리온,58430,9050
1920,폴라리스AI,39980,-387
1921,현대바이오,48410,8760
1922,삼성출판사,68290,-2230
1923,세이브존I&C,67830,-245
1924,에스피지,58610,24700
1925,토탈소프트,45340,-660
1926,교보증권,30610,3640
1927,서호전기,65710,-6300
1928,파커스,65690,286
1929,한샘,9240,-5900
1930,HC홈센타,60560,95
1931,서울리거,43710,51
1932,아비코전자,36010,2210
1933,큐렉소,60280,1100
1934,제이케이시냅스,60230,-60
1935,우원개발,46940,1225
1936,티사이언티픽,57680,-159
1937,인선이엔티,60150,-230
1938,와이어블,65530,1563
1939,SM Life Design,63440,-431
1940,우신시스템,17370,-450
1941,지어소프트,51160,-280
1942,지엔코,65060,-210
1943,셀루메드,49180,201
1944,KH바텍,60720,2170
1945,알에프텍,61040,-30
1946,에스폴리텍,50760,-40
1947,이랜텍,54210,1810
1948,ES큐브,50120,-250
1949,케이피티유,54410,-125
1950,3S,60310,-247
1951,LG전자,66570,27000
1952,화일약품,61250,-222
1953,오상자이엘,53980,-300
1954,콜마홀딩스,24720,-810
1955,농우바이오,54050,70
1956,케이엘넷,39420,125
1957,SNT모티브,64960,300
1958,에스티아이,39440,-1850
1959,잉크테크,49550,135
1960,대한뉴팜,54670,790
1961,씨티씨바이오,60590,-1005
1962,인탑스,49070,-3360
1963,LS마린솔루션,60370,50
1964,피씨디렉트,51380,25
1965,광주신세계,37710,5600
1966,구영테크,53270,300
1967,한국기업평가,34950,3700
1968,뉴보텍,60260,309
1969,동양에스텍,60380,-61
1970,백금T&A,46310,-530
1971,고려신용정보,49720,-120
1972,서울반도체,46890,4500
1973,아가방컴퍼니,13990,140
1974,한주에이알티,58450,-144
1975,미코,59090,680
1976,유신,54930,5150
1977,프럼파스트,35200,105
1978,한국컴퓨터,54040,435
1979,대동스틸,48470,665
1980,링네트,42500,360
1981,크레오에스지,40350,-304
1982,팬스타엔터프라이즈,54300,-114
1983,한빛소프트,47080,42
1984,일진디스플,20760,0
1985,NHN KCP,60250,1660
1986,CNT85,56730,-120
1987,금강철강,53260,2085
1988,스타코링크,60240,0
1989,동아화성,41930,-650
1990,비츠로시스,54220,123
1991,오리엔탈정공,14940,-790
1992,웰킵스하이텍,43590,67
1993,리노공업,58470,46900
1994,성우테크론,45300,70
1995,에스에프에이,56190,4000
1996,신화인터텍,56700,90
1997,엑사이엔씨,54940,71
1998,피에이치에이,43370,1260
1999,종근당바이오,63160,-1410
2000,APS,54620,4305
2001,코위버,56360,4990
2002,성호전자,43260,33650
2003,YW,51390,415
2004,삼영엠텍,54540,-2900
2005,이니텍,53350,-1445
2006,유진로봇,56080,8960
2007,태웅,44490,20550
2008,경남제약,53950,81
2009,삼보모터스,53700,-510
2010,한컴위드,54920,210
2011,코미팜,41960,880
2012,프리엠스,53160,2240
2013,코나아이,52400,11900
2014,메디콕스,54180,0
2015,더테크놀로지,43090,0
2016,비트플래닛,49470,-257
2017,지에스이,53050,425
2018,아이디스홀딩스,54800,4440
2019,코데즈컴바인,47770,1675
2020,안랩,53800,1000
2021,신한지주,55550,22100
2022,YTN,40300,-320
2023,CMG제약,58820,-64
2024,JYP Ent.,35900,-17300
2025,KCC건설,21320,1560
2026,세동,53060,-66
2027,프로텍,53610,18950
2028,액토즈소프트,52790,-910
2029,세코닉스,53450,-240
2030,바이넥스,53030,-4370
2031,오성첨단소재,52420,-56
2032,코웨이,21240,-10000
2033,태양,53620,640
2034,오션인더블유,52300,-427
2035,유아이엘,49520,975
2036,대원미디어,48910,-680
2037,중앙첨단소재,51980,-1032
2038,세아홀딩스,58650,13600
2039,CJ프레시웨이,51500,1100
2040,파인디앤씨,49120,9
2041,디지아이,43360,235
2042,코텍,52330,1510
2043,한네트,52600,5
2044,에스티큐브,52020,6760
2045,티에스넥스젠,43220,0
2046,큐로홀딩스,51780,-477
2047,피노,33790,5610
2048,나라엠앤디,51490,-315
2049,에코바이오,38870,-80
2050,에이텍,45660,-650
2051,대아티아이,45390,180
2052,캠시스,50110,-227
2053,현대바이오랜드,52260,-165
2054,SFA반도체,36540,2030
2055,LG생활건강,51900,-21000
2056,LG화학,51910,33500
2057,대우건설,47040,20560
2058,포스코인터내셔널,47050,26900
2059,한화오션,42660,8700
2060,삼표시멘트,38500,11800
2061,진양화학,51630,-555
2062,HLB이노베이션,24850,2580
2063,SM C&C,48550,-208
2064,승일,49830,-1000
2065,TPC,48770,-110
2066,코메론,49430,8850
2067,빌리언스,44480,92
2068,삼화네트웍스,46390,-314
2069,성광벤드,14620,14500
2070,유라테크,48430,-340
2071,삼현철강,17480,375
2072,오픈베이스,49480,-120
2073,라온시큐어,42510,-660
2074,삼양케이씨아이,36670,-160
2075,오로라,39830,-4650
2076,금화피에스시,36190,6550
2077,코다코,46070,0
2078,인바디,41830,-2950
2079,고려제약,14570,-295
2080,크린앤사이언스,45520,-160
2081,KD,44180,-410
2082,이글벳,44960,-360
2083,아즈텍WB,32080,16
2084,두산에너빌리티,34020,25000
2085,오리콤,10470,-20
2086,위닉스,44340,-520
2087,상지건설,42940,-1060
2088,한국내화,10040,-105
2089,엔피케이,48830,162
2090,삼천당제약,250,260500
2091,에이치케이,44780,130
2092,정원엔시스,45510,128
2093,한양이엔지,45100,8950
2094,누리플렉스,40160,7080
2095,에쎈테크,43340,141
2096,국순당,43650,35
2097,엘컴텍,37950,-76
2098,이오테크닉스,39030,159000
2099,상상인,38540,453
2100,서울제약,18680,-295
2101,HLB파나진,46210,698
2102,나노엔텍,39860,-1060
2103,오공,45060,-45
2104,알파AI,43100,-1175
2105,비츠로테크,42370,2780
2106,코아시아,45970,-1155
2107,정상제이엘에스,40420,-40
2108,진양제약,7370,-450
2109,KT지니뮤직,43610,-226
2110,진성티이씨,36890,4570
2111,현대에이치티,39010,180
2112,삼아제약,9300,450
2113,파루,43200,187
2114,에스씨디,42110,243
2115,한국정보공학,39740,1000
2116,디오,39840,-540
2117,네오위즈홀딩스,42420,-2500
2118,다산네트웍스,39560,2450
2119,바이오스마트,38460,375
2120,우리기술,32820,17265
2121,안국약품,1540,-410
2122,세중,39310,359
2123,우리기술투자,41190,-1050
2124,케이바이오,38530,75
2125,HRS,36640,-10
2126,에스에이엠티,31330,2400
2127,위즈코프,38620,-96
2128,이건홀딩스,39020,-830
2129,파인디지털,38950,140
2130,나이스정보통신,36800,-650
2131,SG&G,40610,260
2132,아이에이,38880,-25
2133,에스넷,38680,530
2134,에스엠,41510,-46800
2135,아이티센엔텍,10280,155
2136,쎄니트,37760,501
2137,대성미생물,36480,140
2138,에코플라스틱,38110,655
2139,케이엠더블유,32500,11090
2140,화성밸브,39610,1880
2141,경남스틸,39240,60
2142,마크로젠,38290,-1040
2143,희림,37440,1750
2144,레드캡투어,38390,-750
2145,솔브레인홀딩스,36830,15850
2146,에프에스티,36810,7750
2147,코맥스,36690,0
2148,EG,37370,-280
2149,감성코퍼레이션,36620,-400
2150,성도이엔지,37350,4360
2151,제일테크노스,38010,890
2152,한세예스24홀딩스,16450,250
2153,무림SP,1810,103
2154,세종텔레콤,36630,1070
2155,심텍홀딩스,36710,175
2156,파세코,37070,590
2157,KZ정밀,36560,300
2158,SGC E&C,16250,3350
2159,서희건설,35890,0
2160,주성엔지니어링,36930,32950
2161,케이티알파,36030,-440
2162,대성홀딩스,16710,70
2163,다우데이타,32190,5100
2164,동진쎄미켐,5290,9850
2165,선광,3100,1810
2166,에이치엠넥스,36170,4300
2167,제이에스티나,26040,-215
2168,한국팩키지,37230,441
2169,삼지전자,37460,14410
2170,우리엔터프라이즈,37400,-12
2171,대원제약,3220,-1700
2172,한국가스공사,36460,-1800
2173,네패스,33640,8770
2174,인지디스플레,37330,11
2175,위지트,36090,104
2176,유니셈,36200,-980
2177,유성티엔에스,24800,1605
2178,코리아나,27050,-653
2179,골드앤에스,35290,29
2180,서울평가정보,36120,-63
2181,서울전자통신,27040,256
2182,대성창투,27830,-94
2183,예림당,36000,-20
2184,미래아이앤지,7120,906
2185,CJ ENM,35760,-13300
2186,이지홀딩스,35810,1335
2187,기산텔레콤,35460,2708
2188,화천기공,850,-1000
2189,팜스코,36580,1035
2190,케이티앤지,33780,23900
2191,HD한국조선해양,9540,500
2192,디씨엠,24090,350
2193,바른손이앤에이,35620,-130
2194,솔본,35610,-120
2195,시공테크,20710,520
2196,신일제약,12790,-60
2197,조아제약,34940,-114
2198,AK홀딩스,6840,-130
2199,HS애드,35000,-160
2200,대한유화,6650,18500
2201,백산,35150,-220
2202,체시스,33250,-14
2203,인성정보,33230,-139
2204,그래디언트,35080,-280
2205,동국산업,5160,665
2206,매일홀딩스,5990,150
2207,해성산업,34810,-650
2208,자화전자,33240,8800
2209,케이티,30200,10800
2210,엑시큐어하이트론,19490,0
2211,제일기획,30000,-1410
2212,한국정보통신,25770,400
2213,파라텍,33540,51
2214,동성화인텍,33500,1500
2215,스틱인베스트먼트,26890,-40
2216,케이씨,29460,5000
2217,드래곤플라이,30350,0
2218,엠케이전자,33160,12120
2219,엠투엔,33310,2
2220,제이씨현시스템,33320,745
2221,포스코엠텍,9520,2760
2222,스페코,13810,615
2223,좋은사람들,33340,-25
2224,대원화성,24890,-2
2225,로젠,33290,-90
2226,모아텍,33200,1140
2227,코콤,15710,400
2228,E1,17940,14400
2229,SK가스,18670,25500
2230,다우기술,23590,7600
2231,영보화학,14440,-70
2232,제룡전기,33100,11650
2233,제이엠아이,33050,118
2234,디지틀조선,33130,714
2235,바이온,32980,0
2236,와이지-원,19210,7910
2237,특수건설,26150,490
2238,아이즈비전,31310,753
2239,SKC,11790,-713
2240,동일기연,32960,-10
2241,소프트센,32680,-70
2242,원익,32940,-4670
2243,원풍물산,8290,-80
2244,한국주강,25890,168
2245,삼진,32750,-345
2246,더라미,32860,-18
2247,비트컴퓨터,32850,710
2248,엠젠솔루션,32790,-168
2249,판타지오,32800,-153
2250,디와이덕양,24900,-20
2251,에쓰씨엔지니어링,23960,78
2252,인지컨트롤스,23800,960
2253,유비케어,32620,230
2254,피델릭스,32580,-29
2255,TJ미디어,32540,269
2256,휴맥스홀딩스,28080,-140
2257,삼일,32280,15
2258,경동인베스트,12320,5100
2259,뉴인텍,12340,-213
2260,아이티센씨티에스,31820,152
2261,에스제이엠홀딩스,25530,-70
2262,오스템,31510,-40
2263,디에이치엑스컴퍼니,31860,20
2264,피에스케이홀딩스,31980,55800
2265,SK하이닉스,660,350000
2266,INVENI,15360,3100
2267,MH에탄올,23150,-260
2268,동남합성,23450,-4000
2269,삼성E&A,28050,27950
2270,신도리코,29530,3300
2271,온타이드,5320,60
2272,퍼시스,16800,-6600
2273,세보엠이씨,11560,6560
2274,한일단조,24740,1230
2275,WISCOM,24070,149
2276,동원수산,30720,120
2277,미래산업,25560,-680
2278,다올투자증권,30210,750
2279,양지사,30960,-1050
2280,HDC,12630,10050
2281,광전자,17900,8725
2282,한국단자공업,25540,9300
2283,원익홀딩스,30530,-19650
2284,한글과컴퓨터,30520,-3400
2285,메이슨캐피탈,21880,-45
2286,광무,29480,-250
2287,대호특수강,21040,-132
2288,디아이,3160,7350
2289,신성이엔지,11930,2164
2290,티에이치엔,19180,-710
2291,한온시스템,18880,980
2292,HLB,28300,3900
2293,팜스토리,27710,274
2294,블루산업개발,6740,-249
2295,세원정공,21820,3120
2296,유니온,910,100
2297,키다리스튜디오,20120,5
2298,한국제지,27970,-3
2299,한섬,20000,7600
2300,현대엘리베이터,17800,7000
2301,환인제약,16580,-490
2302,삼보판지,23600,560
2303,삼목에스폼,18310,-540
2304,에이스침대,3800,3550
2305,원익큐브,14190,-335
2306,계룡건설산업,13580,7100
2307,서원,21050,160
2308,에스원,12750,18500
2309,태경산업,15890,95
2310,리드코프,12700,50
2311,유니슨,18000,224
2312,아난티,25980,-940
2313,광진실업,26910,-1065
2314,인터엠,17250,84
2315,신대양제지,16590,-50
2316,와이투솔루션,11690,1425
2317,남해화학,25860,1220
2318,동원금속,18500,247
2319,성안머티리얼스,11300,0
2320,성우하이텍,15750,1740
2321,대신정보통신,20180,35
2322,서부T&D,6730,980
2323,HMM,11200,1450
2324,경인양행,12610,-930
2325,풀무원,17810,-680
2326,서울도시가스,17390,1000
2327,이구산업,25820,-400
2328,동신건설,25950,-2380
2329,동화기업,25900,2380
2330,에넥스,11090,-131
2331,에이프로젠,7460,-393
2332,차AI헬스케어,25620,-1400
2333,한국카본,17960,18800
2334,신라에스지,25870,-865
2335,케이씨피드,25880,340
2336,한탑,2680,42
2337,한국선재,25550,-50
2338,DH오토웨어,25440,18
2339,시노펙스,25320,-60
2340,PN풍년,24940,-1715
2341,삼천리자전거,24950,-10
2342,메디앙스,14100,-101
2343,KBI메탈,24840,691
2344,경창산업,24910,495
2345,대륙제관,4780,205
2346,동원개발,13120,205
2347,세원물산,24830,590
2348,케이피에프,24880,20
2349,KPX케미칼,25000,5000
2350,TP,7980,-61
2351,에스엠벡셀,10580,-520
2352,KB오토시스,24120,120
2353,신원종합개발,17000,-80
2354,흥구석유,24060,7630
2355,대한약품,23910,-150
2356,이화공영,1840,0
2357,풍국주정,23900,1260
2358,대림제지,17650,630
2359,대한광통신,10170,15087
2360,동일스틸럭스,23790,-289
2361,플레이위드,23770,120
2362,한국캐피탈,23760,167
2363,한일사료,5860,980
2364,KC그린홀딩스,9440,0
2365,문배철강,8420,340
2366,웅진,16880,405
2367,모베이스전자,12860,2215
2368,국영지앤엠,6050,107
2369,유진기업,23410,480
2370,제이스코홀딩스,23440,-195
2371,보성파워텍,6910,4340
2372,브이티,18290,-2800
2373,태광,23160,25700
2374,HL D&I,14790,915
2375,오뚜기,7310,-16000
2376,일정실업,8500,-170
2377,와이엠,7530,-50
2378,엘에스일렉트릭,10120,295500
2379,신라섬유,1000,-137
2380,원일특강,12620,1240
2381,서한,11370,137
2382,대양금속,9190,80
2383,이화산업,760,820
2384,동원시스템즈,14820,900
2385,바른손,18700,-354
2386,부방,14470,-69
2387,삼성중공업,10140,4400
2388,모토닉,9680,600
2389,화신,10690,2920
2390,소노스퀘어,7720,-247
2391,THE CUBE&,13720,222
2392,유니크,11320,-85
2393,진로발효,18120,140
2394,삼보산업,9620,-732
2395,푸드웰,5670,-290
2396,푸른저축은행,7330,1350
2397,피제이전자,6140,1310
2398,베뉴지,19010,2395
2399,엠에스씨,9780,-1040
2400,삼화페인트공업,390,1450
2401,경동나비엔,9450,8300
2402,대동금속,20400,4158
2403,대원산업,5710,-970
2404,큐캐피탈,16600,53
2405,한국가구,4590,325
2406,디모아,16670,-245
2407,중앙에너비스,440,5880
2408,DB,12030,158
2409,SGC에너지,5090,35500
2410,삼륭물산,14970,220
2411,대림바스,5750,1195
2412,경동제약,11040,-270
2413,원풍,8370,150
2414,네이처셀,7390,-3330
2415,삼일기업공사,2290,205
2416,일지테크,19540,2670
2417,한일화학,7770,-170
2418,한국알콜,17890,1430
2419,대주산업,3310,535
2420,글로본,19660,-85
2421,대한해운,5880,1343
2422,세명전기,17510,-10
2423,휴니드테크놀러지스,5870,1010
2424,수산세보틱스,17550,1350
2425,에이티넘인베스트,21080,220
2426,롯데케미칼,11170,24800
2427,대동기어,8830,4810
2428,세아베스틸지주,1430,7200
2429,호텔신라,8770,4550
2430,태경비케이,14580,-60
2431,화승코퍼레이션,13520,730
2432,신흥,4080,20
2433,화승인더스트리,6060,-90
2434,극동유화,14530,695
2435,고려산업,2140,280
2436,피에스텍,2230,-1340
2437,대현,16090,54
2438,케이비아이동국실업,1620,166
2439,광명전기,17040,-314
2440,부산산업,11390,-3400
2441,STX,11810,0
2442,고려아연,10130,294000
2443,이렘,9730,-160
2444,팜젠사이언스,4720,-645
2445,무림페이퍼,9200,81
2446,현대차증권,1500,2850
2447,금비,8870,-6500
2448,원림,5820,460
2449,서흥,8490,-3640
2450,성문전자,14910,11
2451,HLB글로벌,3580,-315
2452,일진홀딩스,15860,590
2453,대영포장,14160,138
2454,영화금속,12280,121
2455,신풍제약,19170,-3400
2456,동성제약,2210,0
2457,카스,16920,0
2458,아센디오,12170,-397
2459,한올바이오파마,9420,4950
2460,하이록코리아,13030,13650
2461,유니켐,11330,-600
2462,대창,12800,224
2463,일성건설,13360,-115
2464,까뮤이앤씨,13700,159
2465,보락,2760,87
2466,선도전기,7610,0
2467,씨아이테크,4920,-45
2468,광동제약,9290,2610
2469,갤럭시아에스엠,11420,-102
2470,남성,4270,-125
2471,KISCO홀딩스,1940,1500
2472,태영건설,9410,328
2473,한국특강,7280,67
2474,한솔로지스틱스,9180,485
2475,삼양통상,2170,3800
2476,SK텔레콤,17670,39700
2477,진양폴리우레탄,10640,-652
2478,미창석유공업,3650,-8900
2479,삼익THK,4380,-1380
2480,미원상사,2840,-14900
2481,서연,7860,-330
2482,SBI인베스트먼트,19550,-128
2483,세우글로벌,13000,38
2484,현대모비스,12330,33500
2485,KG케미칼,1390,520
2486,아진전자부품,9320,83
2487,현대해상,1450,-100
2488,현대지에프홀딩스,5440,5510
2489,한국전력공사,15760,-3100
2490,국도화학,7690,6550
2491,녹십자,6280,-15100
2492,SIMPAC,9160,370
2493,윌비스,8600,-710
2494,대창단조,15230,790
2495,사조산업,7160,-2100
2496,한익스프레스,14130,-315
2497,사조동아원,8040,-76
2498,경인전자,9140,2250
2499,무림P&P,9580,235
2500,인디에프,14990,-113
2501,디와이,13570,405
2502,방림,3610,-460
2503,DKME,15590,0
2504,한솔케미칼,14680,37000
2505,퍼스텍,10820,7390
2506,플루토스,19570,64
2507,동원산업,6040,-3000
2508,대덕,8060,3520
2509,한성기업,3680,-470
2510,모헨즈,6920,1850
2511,이스타코,15020,-136
2512,태림포장,11280,75
2513,아세아제지,2310,1600
2514,화천기계,10660,775
2515,CJ씨푸드,11150,-155
2516,SHD,1770,-1680
2517,조일알미늄,18470,213
2518,에스엘,5850,14900
2519,영원무역홀딩스,9970,32900
2520,더존비즈온,12510,29300
2521,보령,3850,410
2522,이건산업,8250,-665
2523,모나리자,12690,85
2524,대구백화점,6370,80
2525,우성,6980,6870
2526,유성기업,2920,-419
2527,한일철강,2220,-820
2528,삼익악기,2450,-6
2529,HS화성,2460,1080
2530,DN오토모티브,7340,11750
2531,보해양조,890,1
2532,상상인증권,1290,448
2533,혜인,3010,700
2534,금강공업,14280,-340
2535,플레이그램,9810,-211
2536,율촌화학,8730,1100
2537,신원,9270,-131
2538,동방,4140,345
2539,한국쉘석유,2960,63500
2540,부광약품,3000,3710
2541,풍산홀딩스,5810,8900
2542,부국증권,1270,21300
2543,계양전기,12200,-1530
2544,한솔테크닉스,4710,-860
2545,DB증권,16610,2280
2546,한미사이언스,8930,2400
2547,삼진제약,5500,-890
2548,POSCO홀딩스,5490,71500
2549,범양건영,2410,0
2550,파미셀,5690,2320
2551,동국홀딩스,1230,3560
2552,대원전선,6340,1635
2553,이수화학,5950,-90
2554,삼성증권,16360,30900
2555,삼영무역,2810,3170
2556,한양증권,1750,6200
2557,금호석유화학,11780,14500
2558,유안타증권,3470,1215
2559,제일파마홀딩스,2620,0
2560,에이엔피,15260,182
2561,한창제지,9460,8
2562,넥센,5720,680
2563,삼성공조,6660,-2650
2564,세방전지,4490,-1900
2565,진원생명과학,11000,-1263
2566,참엔지니어링,9310,-53
2567,한국무브넥스,10100,-250
2568,코스모신소재,5070,13350
2569,덕성,4830,-305
2570,신영증권,1720,70700
2571,유진증권,1200,1430
2572,유화증권,3460,720
2573,한신기계공업,11700,1275
2574,코스모화학,5420,1800
2575,가온전선,500,22400
2576,S-Oil,10950,40400
2577,한화에어로스페이스,12450,561000
2578,삼화전자공업,11230,-285
2579,현대제철,4020,9800
2580,써니전자,4770,214
2581,현대비앤지스틸,4560,4490
2582,사조오양,6090,-770
2583,한화투자증권,3530,2390
2584,삼화전기,9470,9200
2585,SK증권,1510,1219
2586,평화홀딩스,10770,50
2587,일신석재,7110,-113
2588,KG스틸,16380,390
2589,아이에스동서,10780,5250
2590,SH에너지화학,2360,50
2591,대한화섬,3830,6900
2592,코리아써키트,7810,32350
2593,신세계,4170,110000
2594,OCI홀딩스,10060,90800
2595,삼일제약,520,-260
2596,인스코비,6490,-44
2597,일성아이에스,3120,1500
2598,현대건설,720,110500
2599,TCC스틸,2710,2890
2600,에이프로젠바이오로직스,3060,-286
2601,F&F 홀딩스,7700,290
2602,아남전자,8700,152
2603,GS건설,6360,18830
2604,삼아알미늄,6110,32250
2605,한국전자홀딩스,6200,154
2606,삼성SDI,6400,218500
2607,삼성전기,9150,295000
2608,동부건설,5960,3690
2609,케이씨티시,9070,80
2610,코오롱글로벌,3070,2850
2611,빙그레,5180,1000
2612,녹십자홀딩스,5250,-2130
2613,시알홀딩스,480,225
2614,현대약품,4310,-420
2615,남양유업,3920,2000
2616,남선알미늄,8350,885
2617,한국화장품제조,3350,-3600
2618,현대코퍼레이션,11760,5450
2619,LS,6260,85000
2620,SK네트웍스,1740,920
2621,경농,2100,530
2622,티웨이홀딩스,4870,-186
2623,동방아그로,7590,-40
2624,송원산업,4430,590
2625,진흥기업,2780,266
2626,한국석유공업,4090,2010
2627,천일고속,650,-112000
2628,대원강업,430,335
2629,만호제강,1080,795
2630,조광피혁,4700,3200
2631,세방,4360,1160
2632,KBI동양철관,8970,273
2633,대유에이텍,2880,-197
2634,남광토건,1260,2310
2635,삼영전자공업,5680,4120
2636,신영와코루,5800,-1230
2637,오리엔트바이오,2630,-64
2638,조비,1550,3260
2639,한국공항,5430,-5600
2640,조광페인트,4910,-35
2641,SB성보,3080,-120
2642,삼천리,4690,7500
2643,조흥,2600,-16700
2644,금양,1570,0
2645,사조대림,3960,-4450
2646,비비안,2070,-271
2647,SNT다이내믹스,3570,11400
2648,한신공영,4960,6510
2649,농심,4370,-52000
2650,삼영,3720,1330
2651,성신양회,4980,380
2652,신라교역,4970,470
2653,신풍,2870,8
2654,종근당홀딩스,1630,2250
2655,크라운해태홀딩스,5740,40
2656,한독,2390,-840
2657,SG글로벌,1380,-537
2658,SK디스커버리,6120,-1400
2659,샘표,7540,5050
2660,흥아해운,3280,1695
2661,GS글로벌,1250,1260
2662,금호건설,2990,1135
2663,삼부토건,1470,0
2664,삼화콘덴서공업,1820,32950
2665,페이퍼코리아,1020,14
2666,동양,1520,-76
2667,한화,880,44400
2668,JW중외제약,1060,6400
2669,영풍,670,14500
2670,PKC,1340,1110
2671,성창기업지주,180,-45
2672,한창,5110,0
2673,삼화왕관,4450,-1550
2674,KR모터스,40,-13
2675,고려제강,2240,1850
2676,태양금속공업,4100,1030
2677,SUN&L,2820,-235
2678,DRB동일,4840,285
2679,넥센타이어,2350,50
2680,SG세계물산,4060,151
2681,롯데정밀화학,4000,8250
2682,동화약품,20,-330
2683,DL,210,29100
2684,LX인터내셔널,1120,15400
2685,국제약품,2720,510
2686,태광산업,3240,423000
2687,부산주공,5030,0
2688,CS홀딩스,590,1100
2689,DB하이텍,990,21100
2690,대림통상,6570,-220
2691,유유제약,220,-375
2692,강남제비스코,860,130
2693,대신증권,3540,10550
2694,NH투자증권,5940,12750
2695,미래에셋증권,6800,41957
2696,신일전자,2700,72
2697,삼성제약,1360,257
2698,삼성화재해상보험,810,-27500
2699,삼양식품,3230,-38000
2700,한화손해보험,370,1090
2701,NI스틸,8260,325
2702,일동홀딩스,230,-3350
2703,대동,490,550
2704,오리온홀딩스,1800,3690
2705,깨끗한나라,4540,179
2706,태원물산,1420,-525
2707,코오롱,2020,17050
2708,삼성전자,5930,77500
2709,DH오토넥스,300,0
2710,BYC,1460,6250
2711,KG모빌리티,3620,315
2712,SPC삼립,5610,-1500
2713,흥국화재,540,770
2714,일양약품,7570,-2760
2715,한진,2320,-390
2716,한국수출포장공업,2200,-305
2717,현대자동차,5380,191000
2718,모나미,5360,-285
2719,한화솔루션,9830,14200
2720,아세아,2030,-48500
2721,카프로,6380,0
2722,롯데지주,4990,2700
2723,대한방직,1070,440
2724,서울식품공업,4410,20
2725,LS네트웍스,680,-280
2726,금호전기,1210,330
2727,하이트진로홀딩스,140,-510
2728,노루홀딩스,320,1100
2729,기아,270,28400
2730,효성,4800,36800
2731,CJ,1040,31700
2732,두산,150,518000
2733,휴스틸,5010,1565
2734,DB손해보험,5830,41500
2735,TYM,2900,810
2736,대웅,3090,1000
2737,진양산업,3780,-870
2738,영진약품,3520,-270
2739,케이씨씨,2380,133000
2740,롯데칠성음료,5300,-15800
2741,일신방직,3200,10
2742,아모레퍼시픽홀딩스,2790,-1250
2743,제주은행,6220,1620
2744,한솔홀딩스,4150,330
