,names,code,change_price
902,제노레이,122310,200
903,에스제이켐,217910,-138
904,JTC,950170,875
905,네오셈,253590,4110
906,케어랩스,263700,-485
907,애경산업,18250,1260
908,린드먼아시아,277070,-715
909,오스테오닉,226400,260
910,엔지켐생명과학,183490,-508
911,동구바이오제약,6620,-220
912,아시아종묘,154030,-25
913,알리코제약,260660,-1015
914,셀트리온,68270,-2800
915,카페24,42000,-5900
916,링크제니시스,219420,-1100
917,배럴,267790,-210
918,SG,255220,300
919,씨앤지하이테크,264660,690
920,쿠쿠홈시스,284740,50
921,SK케미칼,285130,-9100
922,시스웍,269620,0
923,디바이스,187870,13200
924,씨알푸드,236030,1180
925,레이크머티리얼즈,281740,5640
926,BGF리테일,282330,26900
927,DYP,92780,1050
928,진에어,272450,-360
929,씨티케이,260930,-790
930,메카로,241770,14250
931,에스트래픽,234300,-190
932,케이씨텍,281820,7750
933,체리부로,66360,445
934,대원,7680,-100
935,삼양패키징,272550,-1720
936,스튜디오드래곤,253450,-12600
937,코오롱티슈진,950160,27800
938,EMB,278990,-200
939,테이팩스,55490,3000
940,롯데웰푸드,280360,3800
941,탑선,180060,1760
942,영화테크,265560,2240
943,폴라리스세원,234100,-26
944,상신전자,263810,-280
945,야스,255440,990
946,인산가,277410,-90
947,휴엠앤씨,263920,10
948,신흥에스이씨,243840,3430
949,유티아이,179900,-4070
950,선익시스템,171090,32000
951,엠플러스,259630,4180
952,앱클론,174900,1400
953,펄어비스,263750,15800
954,킵스파마,256940,-3230
955,SK시그넷,260870,-710
956,덕우전자,263600,690
957,앱튼,270520,-118
958,케일럼,258610,72
959,알에스오토메이션,140670,-240
960,컬러레이,900310,-108
961,와이즈버즈,273060,96
962,모트렉스,118990,-870
963,데이타솔루션,263800,-520
964,지니언스,263860,-6300
965,디앤씨미디어,263720,-470
966,루켄테크놀러지스,162120,125
967,힘스,238490,-275
968,제일약품,271980,-1880
969,브이원텍,251630,-340
970,아우딘퓨쳐스,227610,-135
971,이녹스첨단소재,272290,7850
972,카카오,35720,-14400
973,오리온,271560,29300
974,하림지주,3380,3100
975,덴티스,261200,-405
976,메디안디노스틱,233250,-2890
977,나인테크,267320,40
978,에스알바이오텍,270210,-2270
979,레드우즈,266170,708
980,보라티알,250000,-250
981,매일유업,267980,1250
982,LK삼양,225190,420
983,이랜시스,264850,-1270
984,필옵틱스,161580,-6750
985,미원에스씨,268280,-12200
986,경동도시가스,267290,2100
987,넷마블,251270,750
988,HD건설기계,267270,65300
989,HD현대,267250,67800
990,HD현대일렉트릭,267260,180000
991,포인트엔지니어링,256630,-51
992,하나머티리얼즈,166090,15150
993,소프트캠프,258790,-152
994,와이엠티,251370,4070
995,크라운제과,264900,-140
996,AP시스템,265520,750
997,유에스티,263770,163
998,이엘피,63760,905
999,유비쿼스,264450,6310
1000,서진시스템,178320,19500
1001,코미코,183300,39300
1002,아스타,246720,-1800
1003,덴티움,145720,3500
1004,에스디생명공학,217480,0
1005,신신제약,2800,-380
1006,에프엔에스테크,83500,1900
1007,모바일어플라이언스,87260,276
1008,피씨엘,241820,0
1009,호전실업,111110,-640
1010,서플러스글로벌,140070,-280
1011,유바이오로직스,206650,1900
1012,도부,227420,-216
1013,한국비엔씨,256840,-825
1014,DSC인베스트먼트,241520,6740
1015,TS인베스트먼트,246690,318
1016,피엠티,147760,295
1017,바이오프로테크,199290,-52
1018,HLB펩,196300,-510
1019,유니온바이오메트릭스,203450,-80
1020,신라젠,215600,245
1021,자비스,254120,-184
1022,핸즈코퍼레이션,143210,-131
1023,티이엠씨씨엔에스,241790,510
1024,퓨쳐켐,220100,-10440
1025,뉴파워프라즈마,144960,-240
1026,엘앤케이바이오,156100,-5700
1027,핸디소프트,220180,-53
1028,두산밥캣,241560,12700
1029,삼성바이오로직스,207940,-112000
1030,클리오,237880,-1880
1031,오가닉티코스메틱,900300,-117
1032,얼라인드,238120,250
1033,세화피앤씨,252500,-12
1034,아이티센코어,243870,1400
1035,인크로스,216050,-150
1036,에이치엘사이언스,239610,-870
1037,코스메카코리아,241710,9300
1038,JW생명과학,234080,-30
1039,GRT,900290,1965
1040,안지오랩,251280,-60
1041,인텔리안테크,189300,46300
1042,에이치시티,72990,70
1043,잉글우드랩,950140,-210
1044,앤디포스,238090,1729
1045,수산아이앤티,50960,-630
1046,미투온,201490,-670
1047,화승엔터프라이즈,241590,-430
1048,예선테크,250930,8
1049,LS에코에너지,229640,9000
1050,스타에스엠리츠,204210,0
1051,유니테크노,241690,305
1052,모비스,250060,1215
1053,나무기술,242040,3953
1054,자이글,234920,0
1055,일동제약,249420,-11600
1056,헝셩그룹,900270,-1031
1057,샘표식품,248170,-750
1058,에코마케팅,230360,2090
1059,블루탑,191600,180
1060,두올,16740,835
1061,다산디엠씨,208860,-158
1062,우리손에프앤지,73560,145
1063,오건에코텍,212310,0
1064,알엔티엑스,123010,1
1065,제노텍,66830,201
1066,동서,26960,1750
1067,한국자산신탁,123890,245
1068,한국토지신탁,34830,298
1069,모아라이프플러스,142760,-640
1070,피앤씨테크,237750,685
1071,로스웰,900260,77
1072,씨앤에스링크,245450,-189
1073,해성디에스,195870,100
1074,에스티팜,237690,28300
1075,지씨셀,144510,-1750
1076,알엔투테크놀로지,148250,695
1077,이비테크,208850,-600
1078,이스트에이드,239340,-141
1079,휴온스,243070,-1500
1080,나눔테크,244880,-496
1081,KC산업,112190,-452
1082,모나용평,70960,-350
1083,해태제과식품,101530,-200
1084,원익IPS,240810,42100
1085,로보쓰리에이아이,238500,0
1086,레이언스,228850,840
1087,동양파일,228340,149
1088,삼일씨엔에스,4440,2000
1089,팬젠,222110,-430
1090,AP위성,211270,2300
1091,비유테크놀러지,230980,0
1092,큐리언트,115180,5300
1093,안트로젠,65660,-10000
1094,슈프리마,236200,6600
1095,제이에스코퍼레이션,194370,880
1096,유니트론텍,142210,-980
1097,크리스탈신소재,900250,-184
1098,메디젠휴먼케어,236340,230
1099,볼빅,206950,151
1100,이엠티,232530,6415
1101,더코디,224060,2840
1102,에스와이,109610,-35
1103,질경이,233990,-206
1104,잇츠한불,226320,-1610
1105,크로넥스,215570,-46
1106,사토시홀딩스,223310,-664
1107,와이씨,232140,3800
1108,육일씨엔에쓰,191410,-310
1109,휴젤,145020,20000
1110,한국맥널티,222980,-615
1111,덱스터,206560,-1745
1112,아진산업,13310,295
1113,HLB제약,47920,610
1114,강스템바이오텍,217730,1440
1115,에이원알폼,234070,-31
1116,메가엠디,133750,21
1117,HC보광산업,225530,1120
1118,파크시스템스,140860,22000
1119,에치에프알,230240,16420
1120,예스티,122640,6200
1121,코스맥스엔비티,222040,460
1122,멕아이씨에스,58110,1290
1123,원익피앤이,217820,-785
1124,세진중공업,75580,570
1125,하이즈항공,221840,375
1126,DXVX,180400,1430
1127,케이디켐,221980,-300
1128,네오오토,212560,-3800
1129,엔투텍,227950,147
1130,케어젠,214370,11800
1131,아이진,185490,-263
1132,나무가,190510,150
1133,시지메드텍,56090,930
1134,금호에이치티,214330,-125
1135,제주항공,89590,-210
1136,본느,226340,-32
1137,파마리서치바이오,217950,550
1138,럭스피아,92590,127
1139,노브메타파마,229500,-700
1140,엔케이젠바이오텍코리아,182400,0
1141,현대코퍼레이션홀딩스,227840,410
1142,엑시콘,92870,10660
1143,엄지하우스,224810,-326
1144,메디쎄이,200580,530
1145,케이엠제약,225430,19
1146,패션플랫폼,225590,54
1147,LIG넥스원,79550,482000
1148,넥슨게임즈,225570,-560
1149,제너셈,217190,390
1150,타이거일렉,219130,11350
1151,HDC랩스,39570,-230
1152,동일제강,2690,79
1153,휴먼테크놀로지,175140,-70
1154,씨아이에스,222080,5300
1155,에이텍모빌리티,224110,-730
1156,웹스,196700,-40
1157,AJ네트웍스,95570,535
1158,파인텍,131760,-119
1159,심텍,222800,17300
1160,흥국에프엔비,189980,9
1161,쎄노텍,222420,549
1162,칩스앤미디어,94360,-2440
1163,아시아경제,127710,539
1164,엔에스컴퍼니,224760,325
1165,아이쓰리시스템,214430,15400
1166,로지시스,67730,135
1167,플럼라인생명과학,222670,-355
1168,켐트로스,220260,-2410
1169,파마리서치,214450,-132000
1170,디와이디,219550,1065
1171,펩트론,87010,20500
1172,이노션,214320,-80
1173,토니모리,214420,-2580
1174,광동헬스바이오,86220,56
1175,로지스몬,223220,938
1176,미래에셋생명,85620,7100
1177,RFHIC,218410,56850
1178,동운아나텍,94170,-1150
1179,일월지엠엘,178780,-50
1180,헥토이노베이션,214180,2050
1181,경보제약,214390,1450
1182,인바이츠바이오코아,216400,-1230
1183,코아스템켐온,166480,615
1184,SK디앤디,210980,-760
1185,씨앗,103660,239
1186,베셀,177350,-160
1187,넵튠,217270,-1555
1188,미래생명자원,218150,175
1189,싸이맥스,160980,11560
1190,러셀,217500,560
1191,픽셀플러스,87600,-400
1192,선샤인푸드,217620,0
1193,HLB제넥스,187420,-75
1194,틸론,217880,-120
1195,우정바이오,215380,1450
1196,지에이이노더스,76340,-215
1197,토박스코리아,215480,163
1198,이노인스트루먼트,215790,2347
1199,우리산업,215360,180
1200,메가스터디교육,215200,3950
1201,썬테크,217320,12409
1202,솔디펜스,215090,310
1203,로보로보,215100,-1220
1204,디알텍,214680,-495
1205,에이비프로바이오,195990,-879
1206,골프존,215000,-6700
1207,클래시스,214150,-4400
1208,FSN,214270,115
1209,다이나믹디자인,145210,-471
1210,포시에스,189690,-139
1211,덕산네오룩스,213420,15600
1212,한솔제지,213500,550
1213,디와이파워,210540,1820
1214,국일신동,60480,70
1215,링크드,193250,-31
1216,바디텍메드,206640,-1860
1217,썸에이지,208640,-59
1218,에이팩트,200470,-390
1219,휴메딕스,200670,-7950
1220,서전기전,189860,2165
1221,아스트,67390,198
1222,오킨스전자,80580,9520
1223,지란지교시큐리티,208350,180
1224,포톤,208710,105
1225,NEW,160550,-449
1226,아이티센글로벌,124500,20800
1227,미래엔에듀파트너,208890,-97
1228,삼성물산,28260,57500
1229,녹십자엠에스,142280,-385
1230,디티앤씨,187220,670
1231,셀바스헬스케어,208370,-1365
1232,정다운,208140,-105
1233,하이로닉,149980,0
1234,랩지노믹스,84650,-614
1235,에이디테크놀로지,200710,17950
1236,비씨월드제약,200780,-1180
1237,미스터블루,207760,-430
1238,알테오젠,196170,-95500
1239,베노티앤알,206400,-473
1240,대창스틸,140520,105
1241,에프엔씨엔터,173940,-195
1242,휴마시스,205470,-224
1243,씨에스윈드,112610,26750
1244,텔콘RF제약,200230,-337
1245,지엘팜텍,204840,-58
1246,글로벌텍스프리,204620,350
1247,디에이테크놀로지,196490,0
1248,삼성에스디에스,18260,-26400
1249,아이케이세미콘,149010,-1160
1250,넥써쓰,205500,-638
1251,엑셈,205100,-232
1252,테고사이언스,191420,-3810
1253,슈피겐코리아,192440,4300
1254,영우디에스피,143540,334
1255,유니포인트,121060,30
1256,드림시큐리티,203650,181
1257,메디아나,41920,10280
1258,HL만도,204320,-14900
1259,데브시스터즈,194480,-10250
1260,아크솔루션스,203690,0
1261,오늘이엔엠,192410,6232
1262,강동씨앤엘,198440,98
1263,판도라티비,202960,-100
1264,서연이화,200880,320
1265,신화콘텍,187270,435
1266,쿠쿠홀딩스,192400,-1150
1267,파버나인,177830,-75
1268,덕신이피씨,90410,-32
1269,창해에탄올,4650,1020
1270,윈하이텍,192390,-155
1271,아진엑스텍,59120,2218
1272,콜마비앤에이치,200130,-1670
1273,화인베스틸,133820,7
1274,엣지파운드리,105550,-348
1275,큐엠씨,136660,80
1276,데이터스트림즈,199150,576
1277,코아시아씨엠,196450,551
1278,캐스텍코리아,71850,-43
1279,BGF,27410,1270
1280,나노,187790,25
1281,케이사인,192250,1050
1282,코스맥스,192820,8700
1283,오이솔루션,138080,26180
1284,한국정보인증,53300,-100
1285,다산솔루에타,154040,-40
1286,현대이지웰,90850,890
1287,위월드,140660,434
1288,코셋,189350,-59
1289,SGA솔루션즈,184230,-133
1290,대동고려삼,178600,-165
1291,기가레인,49080,1870
1292,알티캐스트,85810,-150
1293,종근당,185750,4500
1294,현대공업,170030,-510
1295,엔브이에이치코리아,67570,-25
1296,탑코미디어,134580,-547
1297,신송홀딩스,6880,630
1298,큐브엔터,182360,-4120
1299,라이온켐텍,171120,-105
1300,램테크놀러지,171010,-825
1301,앤로보틱스,138360,929
1302,아세아시멘트,183190,-690
1303,해성옵틱스,76610,920
1304,내츄럴엔도텍,168330,-735
1305,현대로템,64350,16600
1306,수프로,185190,20
1307,두산테스나,131970,34100
1308,파수,150900,-1025
1309,엘티씨,170920,7600
1310,지엔씨에너지,119850,2300
1311,한진칼,180640,-3300
1312,아미코젠,92040,97
1313,NHN,181710,7350
1314,GH신소재,130500,-100
1315,파이오링크,170790,1290
1316,KG에코솔루션,151860,940
1317,JB금융지주,175330,5750
1318,KT나스미디어,89600,-1520
1319,대주이엔티,114920,65
1320,머니무브,179720,2000
1321,태양기계,116100,74
1322,엑세스바이오,950130,-1410
1323,DSR,155660,580
1324,리가켐바이오,141080,17400
1325,동아에스티,170900,-3862
1326,윈팩,97800,-151
1327,코렌텍,104540,-1100
1328,제로투세븐,159580,-295
1329,한솔아이원스,114810,3480
1330,우리이앤엘,153490,79
1331,아이센스,99190,3840
1332,에코글로우,159910,68
1333,우리로,46970,6410
1334,디젠스,113810,-71
1335,지엠비코리아,13870,940
1336,와이엠씨,155650,-85
1337,LG헬로비전,37560,-10
1338,아바텍,149950,1490
1339,동일고무벨트,163560,580
1340,한국콜마,161890,13500
1341,한국타이어앤테크놀로지,161390,8000
1342,코이즈,121850,-900
1343,애경케미칼,161000,3400
1344,네이블,153460,4590
1345,노블엠앤비,106520,0
1346,피엔티,137400,12950
1347,사조씨푸드,14710,-1720
1348,비아트론,141000,2900
1349,빛샘전자,72950,5410
1350,한국ANKOR유전,152550,21
1351,휴비스,79980,520
1352,사람인,143240,2330
1353,제룡산업,147830,820
1354,남화토건,91590,155
1355,케이탑리츠,145270,-14
1356,메지온,140410,-10900
1357,원익머트리얼즈,104830,7900
1358,제이에스링크,127120,25400
1359,GS리테일,7070,2390
1360,나이스디앤비,130580,-510
1361,시큐브,131090,275
1362,서암기계공업,100660,-205
1363,인터지스,129260,80
1364,씨유메디칼,115480,-20
1365,삼양사,145990,-450
1366,키네마스터,139670,-755
1367,비덴트,121800,0
1368,신진에스엠,138070,-385
1369,이엠넷,123570,-45
1370,와이지엔터테인먼트,122870,-19200
1371,테크윙,89030,2100
1372,씨큐브,101240,-385
1373,에스엠코어,7820,80
1374,씨엔플러스,115530,59
1375,하나투어,39130,-7400
1376,로보스타,90360,-20000
1377,대한과학,131220,-180
1378,아이디스,143160,-70
1379,에이블씨엔씨,78520,1200
1380,제이씨케미칼,137950,1265
1381,아이씨디,40910,1445
1382,제닉,123330,11800
1383,BF랩스,139050,0
1384,삼원강재,23000,-85
1385,상아프론테크,89980,8110
1386,신세계인터내셔날,31430,1930
1387,에이리츠,140910,0
1388,나이벡,138610,-11900
1389,옵티시스,109080,9530
1390,대양전기공업,108380,-750
1391,한국항공우주,47810,83100
1392,롯데하이마트,71840,280
1393,서연탑메탈,19770,290
1394,한세엠케이,69640,24
1395,코오롱ENP,138490,6980
1396,넥스트아이,137940,-30
1397,티엔엔터테인먼트,131100,-32
1398,이마트,139480,14200
1399,iM금융지주,139130,2770
1400,케이티스카이라이프,53210,-25
1401,KX,122450,-625
1402,골프존홀딩스,121440,145
1403,메리츠금융지주,138040,4000
1404,윈스테크넷,136540,160
1405,하림,136480,180
1406,한국종합기술,23350,235
1407,이퓨쳐,134060,80
1408,티케이케미칼,104480,906
1409,BNK금융지주,138930,2720
1410,롯데에너지머티리얼즈,20150,19150
1411,부스타,8470,-20
1412,현대위아,11210,-500
1413,선진,136490,750
1414,미원화학,134380,24000
1415,나노신소재,121600,21050
1416,케이아이엔엑스,93320,-20700
1417,티피씨글로벌,130740,284
1418,LB세미콘,61970,-305
1419,딜리,131180,-78
1420,제이엔케이글로벌,126880,60
1421,블루콤,33560,395
1422,인트론바이오,48530,460
1423,시디즈,134790,-2200
1424,알서포트,131370,80
1425,인텍플러스,64290,10630
1426,티에스이,131290,54800
1427,한화엔진,82740,3700
1428,이브이첨단소재,131400,90
1429,대성에너지,117580,1280
1430,현대퓨처넷,126560,290
1431,대정화금,120240,840
1432,KTis,58860,115
1433,한전산업,130660,8110
1434,피제이메탈,128660,750
1435,옵투스제약,131030,3040
1436,에이루트,96690,-737
1437,엘브이엠씨,900140,136
1438,티비씨,33830,-2
1439,시그네틱스,33170,-55
1440,한국전자인증,41460,375
1441,BGF에코머티리얼즈,126600,530
1442,디케이락,105740,640
1443,위메이드플레이,123420,-790
1444,아나패스,123860,590
1445,KNN,58400,29
1446,누리플랜,69140,-950
1447,아이텍,119830,290
1448,인화정공,101930,3550
1449,셀피글로벌,68940,0
1450,뉴온,123840,-405
1451,미스토홀딩스,81660,1300
1452,알파칩스,117670,7060
1453,포메탈,119500,535
1454,KTcs,58850,-175
1455,다원시스,68240,60
1456,현대홈쇼핑,57050,23100
1457,씨젠,96530,-550
1458,와이솔,122990,1320
1459,하이비젼시스템,126700,260
1460,화신정공,126640,243
1461,코리아에프티,123410,-1020
1462,도화엔지니어링,2150,870
1463,엠에스오토텍,123040,45
1464,이글루,67920,980
1465,대성산업,128820,-240
1466,아이마켓코리아,122900,-410
1467,한미약품,128940,57000
1468,인터로조,119610,3810
1469,하이텍팜,106190,7510
1470,우진,105840,5830
1471,무학,33920,-100
1472,에스디시스템,121890,66
1473,알톤,123750,929
1474,유비벨록스,89850,50
1475,오르비텍,46120,6265
1476,이연제약,102460,-1160
1477,엑스큐어,70300,827
1478,투비소프트,79970,0
1479,한국화장품,123690,-3890
1480,에스제이엠,123700,-65
1481,인피니트헬스케어,71200,170
1482,서진오토모티브,122690,-1265
1483,인지소프트,100030,-2620
1484,HL홀딩스,60980,-4250
1485,삼성생명,32830,78200
1486,신세계푸드,31440,350
1487,이스트아시아홀딩스,900110,-418
1488,애머릿지,900100,-158
1489,케이씨에스,115500,-570
1490,씨엑스아이,900120,-144
1491,HLB테라퓨틱스,115450,367
1492,삼기,122350,195
1493,한화생명,88350,1525
1494,이미지스,115610,32
1495,조선선재,120030,2400
1496,인포바인,115310,6600
1497,케이이엠텍,106080,-595
1498,모베이스,101330,1420
1499,코오롱인더,120110,44900
1500,KC코트렐,119650,0
1501,지역난방공사,71320,-17600
1502,스타플렉스,115570,45
1503,우리넷,115440,5550
1504,아세아텍,50860,95
1505,영흥,12160,6
1506,폴라리스우노,114630,-32
1507,코디,80530,-283
1508,메타케어,118000,-80
1509,글로벌에스엠,900070,76
1510,DGI,99520,0
1511,그린생명과학,114450,-415
1512,디와이피엔에프,104460,800
1513,위메이드,112040,-6100
1514,한전기술,52690,76200
1515,셀바스AI,108860,550
1516,이원컴포텍,88290,-335
1517,강원에너지,114190,1100
1518,GKL,114090,-2550
1519,휴맥스,115160,-91
1520,앱토크롬,109960,-76
1521,SK,34730,95000
1522,동방선기,99410,165
1523,KS인더스트리,101000,289
1524,진매트릭스,109820,-470
1525,황금에스티,32560,210
1526,비츠로셀,82920,28730
1527,하이트진로,80,-850
1528,한스바이오메드,42520,4800
1529,동양생명,82640,2460
1530,NHN벅스,104200,910
1531,아이앤씨,52860,1845
1532,유니온머티리얼,47400,269
1533,케이엔더블유,105330,2790
1534,형지엘리트,93240,-1202
1535,디에스케이,109740,-2135
1536,제넥신,95700,-30
1537,톱텍,108230,100
1538,동국S&C,100130,430
1539,에스앤더블류,103230,-435
1540,키움증권,39490,151500
1541,영원무역,111770,3200
1542,컴투스홀딩스,63080,2810
1543,동일금속,109860,-440
1544,한미글로벌,53690,15140
1545,동아지질,28100,1200
1546,어보브반도체,102120,-1470
1547,위메이드맥스,101730,-1650
1548,이엔에프테크놀로지,102710,950
1549,스맥,99440,-1765
1550,SDN,99220,264
1551,한국정밀기계,101680,550
1552,HD현대마린엔진,71970,-4700
1553,흥국,10240,540
1554,우림피티에스,101170,-4520
1555,티플랙스,81150,625
1556,LX하우시스,108670,2550
1557,에스티오,98660,-28
1558,에이테크솔루션,71670,-2170
1559,에스앤에스텍,101490,46800
1560,뷰웍스,100120,6210
1561,코오롱생명과학,102940,9200
1562,엔시트론,101400,88
1563,한세실업,105630,-1530
1564,주성코퍼레이션,109070,568
1565,파인테크닉스,106240,933
1566,미원홀딩스,107590,-2600
1567,이수앱지스,86890,-680
1568,대성파인텍,104040,-51
1569,유비쿼스홀딩스,78070,5930
1570,메디톡스,86900,-20500
1571,엠게임,58630,-1490
1572,아이컴포넌트,59100,405
1573,NAVER,35420,-45000
1574,HLB생명과학,67630,105
1575,이크레더블,92130,-1400
1576,부국철강,26940,615
1577,KB금융,105560,35000
1578,세운메디칼,100700,410
1579,한국철강,104700,570
1580,마이크로컨텍솔,98120,12260
1581,이엠앤아이,83470,629
1582,일진전기,103590,22900
1583,풍산,103140,-7200
1584,LG이노텍,11070,112500
1585,아이엠,101390,0
1586,웰크론한텍,76080,48
1587,하이드로리튬,101670,-10
1588,슈프리마에이치큐,94840,1560
1589,명문제약,17180,-19
1590,서울옥션,63170,80
1591,이스트소프트,47560,-4410
1592,비상교육,100220,1340
1593,크레버스,96240,-1720
1594,동성케미컬,102260,160
1595,월덱스,101160,7700
1596,쎄트렉아이,99320,61700
1597,브리지텍,64480,-285
1598,고영,98460,200
1599,조이시티,67000,380
1600,우진비앤지,18620,-101
1601,테스,95610,29300
1602,예스24,53280,-245
1603,엘디티,96870,-400
1604,LG유플러스,32640,2980
1605,메타바이오메드,59210,-685
1606,효성오앤비,97870,210
1607,인바이오젠,101140,-2680
1608,아시아나항공,20560,-780
1609,SNT에너지,100840,26150
1610,진양홀딩스,100250,57
1611,한울소재과학,91440,0
1612,엔케이,85310,-6
1613,에코볼트,97780,-91
1614,에스코넥,96630,205
1615,일신바이오,68330,-232
1616,서원인텍,93920,-290
1617,이씨에스,67010,-190
1618,대창솔루션,96350,535
1619,한전KPS,51600,8800
1620,엑시온그룹,69920,-333
1621,알에프세미,96610,0
1622,디엔에프,92070,3600
1623,일진파워,94820,4210
1624,비엠티,86670,3040
1625,기신정기,92440,-70
1626,이엠코리아,95190,245
1627,KSS해운,44450,3760
1628,효성 ITX,94280,-240
1629,현우산업,92300,-250
1630,유나이티드,33270,1370
1631,케이알엠,93640,430
1632,디아이씨,92200,-6730
1633,에스에너지,95910,1051
1634,성우전자,81580,960
1635,엘엠에스,73110,335
1636,제이엠티,94970,810
1637,오디텍,80520,1590
1638,ISC,95340,137500
1639,네오티스,85910,13520
1640,미래나노텍,95500,-530
1641,상보,27580,-99
1642,CJ제일제당,97950,31500
1643,바이오톡스텍,86040,320
1644,팬오션,28670,1565
1645,옴니시스템,57540,35
1646,푸른기술,94940,920
1647,웨이브일렉트로,95270,3190
1648,HJ중공업,97230,4600
1649,빅솔론,93190,1980
1650,JW홀딩스,96760,660
1651,S&K폴리텍,91340,185
1652,SK이노베이션,96770,22500
1653,멤레이비티,72770,8
1654,갤럭시아머니트리,94480,-770
1655,에코프로,86520,58100
1656,대산F&B,65150,0
1657,컴투스,78340,4100
1658,네오위즈,95660,-1900
1659,삼성카드,29780,700
1660,앤씨앤,92600,934
1661,엔텔스,69410,360
1662,알루코,1780,440
1663,풍강,93380,45
1664,웅진씽크빅,95720,-156
1665,동국제약,86450,8520
1666,케이프,64820,1160
1667,상신이디피,91580,9670
1668,한라IMS,92460,-700
1669,에프알텍,73540,1795
1670,이엠텍,91120,-1790
1671,참좋은여행,94850,-1130
1672,네오리진,94860,362
1673,맵스리얼티,94800,1890
1674,LS증권,78020,2530
1675,매커스,93520,650
1676,나노캠텍,91970,-12
1677,네오팜,92730,-1820
1678,오스코텍,39200,9700
1679,켐트로닉스,89010,-1400
1680,제이스텍,90470,3010
1681,동아엘텍,88130,3455
1682,메타랩스,90370,-320
1683,후성,93370,3190
1684,휴온스글로벌,84110,1700
1685,케이씨티,89150,975
1686,파트론,91700,1050
1687,유니테스트,86390,1890
1688,휴림로봇,90710,2700
1689,LF,93050,7140
1690,에스에이티,60540,-127
1691,큐에스아이,66310,4730
1692,멀티캠퍼스,67280,-2850
1693,주연테크,44380,-64
1694,코스맥스비티아이,44820,3900
1695,코세스,89890,-850
1696,인천도시가스,34590,1650
1697,성창오토텍,80470,40
1698,넥스턴앤롤코리아,89140,-40
1699,제이티,89790,690
1700,아이윈,90150,38
1701,이녹스,88390,3320
1702,삼정펄프,9770,1500
1703,KEC,92220,717
1704,KPX홀딩스,92230,12300
1705,THE E&M,89230,1329
1706,바텍,43150,3130
1707,MDS테크,86960,-231
1708,HDC현대EP,89470,910
1709,루멘스,38060,109
1710,CSA 코스믹,83660,-225
1711,NICE인프라,63570,50
1712,쇼박스,86980,175
1713,팬엔터테인먼트,68050,-382
1714,인포뱅크,39290,-1075
1715,노루페인트,90350,290
1716,아모레퍼시픽,90430,5000
1717,스테이지원엔터,78860,-591
1718,동우팜투테이블,88910,345
1719,롯데관광개발,32350,-5440
1720,제이브이엠,54950,-1050
1721,평화산업,90080,32
1722,우진플라임,49800,670
1723,팅크웨어,84730,670
1724,신세계I&C,35510,2950
1725,진바이오텍,86060,820
1726,티케이지애강,22220,190
1727,진도,88790,595
1728,에이스테크,88800,2490
1729,맥쿼리인프라,88980,160
1730,롯데쇼핑,23530,38200
1731,셀트리온제약,68760,-5900
1732,GST,83450,1950
1733,에너토크,19990,1740
1734,제우스,79370,310
1735,뉴프렉스,85670,400
1736,유진테크,84370,40800
1737,CG인바이츠,83790,-122
1738,바이오니아,64550,-2250
1739,헬릭스미스,84990,3050
1740,인콘,83640,130
1741,차바이오텍,85660,2750
1742,현대글로비스,86280,37600
1743,대봉엘에스,78140,-1930
1744,와이엔텍,67900,330
1745,케이엠,83550,210
1746,티비에이치글로벌,84870,870
1747,수성웹툰,84180,-2016
1748,하나금융지주,86790,26100
1749,제일연마,1560,1380
1750,모다이노칩,80420,-239
1751,비에이치아이,83650,38300
1752,케스피온,79190,-154
1753,현대리바트,79430,490
1754,비보존 제약,82800,-1216
1755,자연과환경,43910,-153
1756,와토스코리아,79000,2660
1757,대한제강,84010,-920
1758,폴라리스오피스,41020,-425
1759,휴림에이텍,78590,-89
1760,서린바이오,38070,-360
1761,새론오토모티브,75180,-250
1762,그린케미칼,83420,-540
1763,가비아,79940,-5450
1764,덕산하이메탈,77360,6040
1765,아바코,83930,-210
1766,하나마이크론,67310,4350
1767,엘오티베큠,83310,-280
1768,코스나인,82660,0
1769,이상네트웍스,80010,-680
1770,대상홀딩스,84690,20
1771,코아스,71950,-1820
1772,메디포스트,78160,3820
1773,우리바이오,82850,-120
1774,모두투어,80160,890
1775,이월드,84680,306
1776,동양고속,84670,-32200
1777,한미반도체,42700,141500
1778,가온그룹,78890,160
1779,쏠리드,50890,9260
1780,동일산업,4890,-1450
1781,옵트론텍,82210,197
1782,젬백스,82270,-3550
1783,플랜티넷,75130,-210
1784,삼호개발,10960,280
1785,금호타이어,73240,430
1786,이노와이어리스,73490,18600
1787,인베니아,79950,-515
1788,동양이엔피,79960,2400
1789,제주반도체,80220,10450
1790,한창산업,79170,-90
1791,디이엔티,79810,1200
1792,iMBC,52220,-60
1793,서산,79650,16
1794,KX하이텍,52900,220
1795,손오공,66910,-50
1796,미래컴퍼니,49950,-4090
1797,아이크래프트,52460,1135
1798,CJ CGV,79160,-1090
1799,일진다이아,81000,1370
1800,메가스터디,72870,1480
1801,케이에스피,73010,-625
1802,KG모빌리언스,46440,425
1803,대주전자재료,78600,62800
1804,텔레칩스,54450,-3680
1805,HB테크놀러지,78150,370
1806,도이치모터스,67990,250
1807,유니드,14830,14900
1808,토비스,51360,200
1809,상신브레이크,41650,30
1810,국일제지,78130,-24
1811,DMS,68790,-1210
