,Close,High,Low,Open,Volume,MFI_10,ATR_10,STOCHk_10_3_3,RET,MOM,VOL,ATR_10_res,MFI_10_res,STOCHk_10_3_3_res,Investor_Sentiment_PC1,ATR_10_res_scaled,MFI_10_res_scaled,STOCHk_10_3_3_res_scaled
2026-01-19,151785.828125,156675.7068745891,141507.103406476,146895.9493754109,136006446,83.88965733952344,9626.124018333834,93.41155901922552,0.0214909364078506,0.4447720251284781,0.0024174233949398,890.4970562253693,-5.956036444914787,-4.736851681113379,-0.8033298465015717,-1.6955800630360756,0.9112155076934272,0.852681632765249
2026-01-26,160168.484375,166255.8847157321,148891.82472741435,154580.05127531153,156086280,92.2713661543371,10399.917615332226,94.17571441610843,0.055226870344553,0.473413165396248,0.0021531375916086,1923.060962556301,-3.251349701377137,-11.951260988886787,-1.055151343473636,-1.7210357792232325,1.298763735354135,0.8085950288802495
2026-02-02,158272.40625,169050.09847887768,150089.34363177806,155378.39629965322,181014533,93.14889935129216,11256.001338508968,89.3922671941694,-0.0118380225198406,0.5533313617918003,0.0019811421375849,3139.9858178138848,-6.044391374750461,-18.58465972484204,-1.7368520965690704,-1.0495802750393064,1.360808163203578,0.6344614040184235
2026-02-09,180825.71875,184019.10892660043,161665.37769039735,168251.74492963575,142978982,93.80583929440232,12705.071472318115,90.68892594711036,0.1424968068304704,0.481366733096662,0.0027775127110341,2081.635752004804,-5.741028501363473,-24.50988850546574,-1.8699227165908487,-1.5266129993275674,1.2216975038020732,0.4855287892837286
2026-02-16,189707.34375,190505.69133022093,180825.72692004207,180825.72692004207,51263268,93.84199388543584,12402.561583108398,93.25756631455612,0.0491170451935505,0.5452565439099661,0.0027274528963918,2106.756546065926,-5.821129261738065,-18.54589011113956,-1.5949456739831047,-2.2781965245352422,1.154901858131061,0.5090564435950453
2026-02-23,216052.8125,222539.3865473441,190106.5163106236,193998.46073903,163283828,100.0,14445.509704531967,96.50487368973278,0.1388742693309679,0.5897610311952648,0.0030391185251203,2532.5962433195127,-8.285827494286622,-29.780326906164248,-2.376265175104759,-2.6093260848993407,1.2833785059505023,0.4042673707081716
2026-03-02,187811.265625,212061.07303566684,171544.93390508767,209067.2696516339,227788743,81.99556634207852,17451.746593570002,86.79393431125902,-0.1307159418487088,0.7525104904672251,0.0060024267144538,-1040.4933190382037,-13.65534014359757,-17.593746832462628,-1.7977649427224554,1.1003819748899302,0.5301241979033322,0.2678314934806724
2026-03-09,183120.96875,194397.6278610354,166954.43090940054,173141.62440395096,140914630,73.25768922259977,18450.89162937649,72.51355546157511,-0.0249734586441957,0.5211360376930162,0.00632840918543,-96.01599176120726,-6.795768465078055,-16.815317582829024,-1.32882968691713,2.0392089155779884,0.0947701965176362,-0.2606566775491627
2026-03-16,198988.125,208568.2955115346,183220.7610330993,184218.69546138417,120360709,72.7564193727037,19150.5351425923,65.28426798956657,0.0866484944805099,0.397871924727402,0.0062168934197558,923.2563192123052,-3.484315091253848,-23.30595495010941,-1.4964837799708757,1.4971073943090547,-0.0551056097121824,-0.6905358573856772
2026-03-23,179728.0,195994.3320377568,171644.73070516382,190106.5186007773,139936088,63.799604110305886,19969.821057816687,58.682069860603896,-0.0967903235431763,0.3975499899582833,0.0077091959882312,-758.409734661851,4.439141466457194,-4.012485715436206,0.2503836985602305,3.232360700801574,-0.3895014750983857,-0.7827654802354416
2026-03-30,185815.390625,193200.10539742213,166655.0495938507,170646.78730867346,152128669,54.46740343818957,20627.34453239216,56.64159493267343,0.0338700181663402,0.2295366760319809,0.0075082177325935,593.0614062337554,1.4861425092701168,-2.710817080288507,-0.0816684893617133,3.275597814522576,-0.9403597334368228,-0.9184172267145344
2026-04-06,206000.0,214500.0,190100.0,190900.0,147940282,55.36258377904218,21433.071016652942,58.15810188357548,0.1086272203131719,0.2419157577904706,0.0081556799703098,-751.8306618428869,-1.175609158313236,-9.24895330992112,-0.4450324653253583,2.5315716904523407,-1.0482758196875186,-1.0374912273967232
2026-04-13,216000.0,218000.0,198200.0,198200.0,106947487,54.31618781853539,21269.76391498765,72.18810627990489,0.0485436893203883,0.2953161077590894,0.0081285174945172,-792.5153240011387,-3.4007510697787566,5.584741684611586,0.0905386211280179,1.7998126647714283,-1.1821627273167457,-0.5662535443056248
2026-04-20,219500.0,229500.0,213000.0,214500.0,104835504,53.97894824965406,20792.787523488885,83.50555052004916,0.0162037037037037,0.3556978195993184,0.0079582943182839,-1014.9953046146002,-7.810222051539746,13.2576930762893,0.1331634688468833,1.272656232814347,-1.227457817490455,-0.1454852343339046
2026-04-27,220500.0,230000.0,218500.0,220000.0,83840595,55.50584563446935,19863.50877114,86.11602661054492,0.0045558086560364,0.2294047164725517,0.0066895923683621,2035.1810264971537,1.49135333075548,27.635740167824714,1.1945624209271155,0.6100687064567777,-1.1527783619549332,-0.0501458515725031
2026-05-04,268500.0,277000.0,224000.0,228000.0,153299379,56.31764024973936,23527.157894026,87.12915235811238,0.217687074829932,0.1848434799350377,0.0102117163903001,-4071.329656226215,5.377701302821258,19.95209953118811,1.8594931203237568,-0.0309933810301559,-1.4804974049187216,-0.4368586945868308
2026-05-11,270500.0,299500.0,262000.0,284500.0,190172616,72.74325679456041,24924.4421046234,85.15655804395668,0.0074487895716945,0.2636562854340017,0.0090935029852834,942.3148564234508,23.92095151886562,29.89765066003405,3.209550777081496,0.7458470847132368,-0.6093457486111314,-0.5334248636569623
2026-05-18,292500.0,300500.0,262000.0,269500.0,154548823,82.69782302563749,26281.99789416106,88.16328599637579,0.0813308687615526,0.4018210168544052,0.0065923284169274,7139.2133026394,7.759792658650284,0.9031543209662942,-0.1873965431135738,0.2443868465860857,-0.2423003383835839,-0.6091487297380657
2026-05-25,317000.0,323000.0,287500.0,298000.0,124794930,83.49646987069185,27203.79810474496,89.45176883304805,0.0837606837606836,0.5081253442601535,0.0061688796713766,8433.90661681621,-2.794127336107408,-11.480440365319922,-1.7675325076201962,-0.6949845336469463,-0.3888299680971986,-0.7757320327079815
2026-06-01,329000.0,370000.0,319500.0,319500.0,194841885,92.37698788444789,29783.418294270457,90.00749479520239,0.0378548895899053,0.5052375335403273,0.0060648345066147,11581.701040302716,8.878387329552908,-5.604757671155056,-0.935080185710348,0.2188623087462891,-0.0023563418059129,-0.8603333551095361
